state,year,district,block,block_no,gram_panchayat,gp_no,ward_no,seat_no,seat_id_raw,seat_from_image,tier,tier_local,reservation,caste_reservation,woman_reserved,winner,vacant,reservation_raw,script,source_path,source_page,source_pdf
Jharkhand,2015,Garhwa,,,सुण्डी,,,,I x<+ok@01@01&lq.Mh,,gp_head,mukhiya,Woman,NONE,1,जनकराज देवी,0,vukjf{kr | efgyk,devanagari,data/jharkhand/2015/1. GARHWA MUKHIYA PSS/GARHWA MUKHIYA.pdf,1,GARHWA MUKHIYA.pdf
Jharkhand,2015,Jamtara,,6,विक्रमपुर,12,,,XIII जामताड़ा/6/12/विक्रमपुर,,gp_head,mukhiya,ST Woman,ST,1,सोनामुनी हॉसदा,0,अनुसूचित जन जाति | महिला,devanagari,data/jharkhand/2015/13. JAMTARA MUKHIYA PSS/JAMTARA ZP MUKHIYA PSS GPS.pdf,16,JAMTARA ZP MUKHIYA PSS GPS.pdf
Jharkhand,2015,Jamtara,,6,बागडेहरी,13,,,XIII जामताड़ा/6/13/बागडेहरी,,gp_head,mukhiya,ST Other than Woman,ST,0,आनन्द हेमरम,0,अनुसूचित जन जाति | अन्य,devanagari,data/jharkhand/2015/13. JAMTARA MUKHIYA PSS/JAMTARA ZP MUKHIYA PSS GPS.pdf,16,JAMTARA ZP MUKHIYA PSS GPS.pdf
Jharkhand,2015,Jamtara,,6,सुद्राक्षीपुर,14,,,XIII जामताड़ा/6/14/सुद्राक्षीपुर,,gp_head,mukhiya,ST Woman,ST,1,चम्पा सोरेन,0,अनुसूचित जन जाति | महिला,devanagari,data/jharkhand/2015/13. JAMTARA MUKHIYA PSS/JAMTARA ZP MUKHIYA PSS GPS.pdf,16,JAMTARA ZP MUKHIYA PSS GPS.pdf
Jharkhand,2015,Jamtara,,6,मुड़ाबेड़िया,15,,,XIII जामताड़ा/6/15/मुड़ाबेड़िया,,gp_head,mukhiya,ST Other than Woman,ST,0,बाबुराम हॉसदा,0,अनुसूचित जन जाति | अन्य,devanagari,data/jharkhand/2015/13. JAMTARA MUKHIYA PSS/JAMTARA ZP MUKHIYA PSS GPS.pdf,16,JAMTARA ZP MUKHIYA PSS GPS.pdf
Jharkhand,2015,Dhanbad,तोपचा¡ची,,पावापुर,,,,XIV /kuckn@01@01 & ikokiqj,,gp_head,mukhiya,BC Other than Woman,BC,0,पप्पु महे ता,0,vU; fiNM+k oxZ | vU;,devanagari,data/jharkhand/2015/14. DHANBAD MUKHIYA PSS/DHANBAD ZP PSS MUKHIYA GPS.pdf,11,DHANBAD ZP PSS MUKHIYA GPS.pdf
Jharkhand,2015,Dhanbad,तोपचा¡ची,,कोरकोÍा,,,,XIV /kuckn@01@02 & dksjdksÍk,,gp_head,mukhiya,Other than Woman,NONE,0,चिन्तामनी साव,0,vukjf{kr | vU;,devanagari,data/jharkhand/2015/14. DHANBAD MUKHIYA PSS/DHANBAD ZP PSS MUKHIYA GPS.pdf,11,DHANBAD ZP PSS MUKHIYA GPS.pdf
Jharkhand,2015,Dhanbad,तोपचा¡ची,,हरिहरपुर,,,,XIV /kuckn@01@03 & gfjgjiqj,,gp_head,mukhiya,BC Other than Woman,BC,0,दिनेश प्रसाद,0,vU; fiNM+k oxZ | vU;,devanagari,data/jharkhand/2015/14. DHANBAD MUKHIYA PSS/DHANBAD ZP PSS MUKHIYA GPS.pdf,11,DHANBAD ZP PSS MUKHIYA GPS.pdf
Jharkhand,2015,Dhanbad,तोपचा¡ची,,विशनपुर,,,,XIV /kuckn@01@04 & fo'kuiqj,,gp_head,mukhiya,Other than Woman,NONE,0,लोकनाथ रविदास,0,vukjf{kr | vU;,devanagari,data/jharkhand/2015/14. DHANBAD MUKHIYA PSS/DHANBAD ZP PSS MUKHIYA GPS.pdf,11,DHANBAD ZP PSS MUKHIYA GPS.pdf
Jharkhand,2015,Dhanbad,तोपचा¡ची,,जीतपुर,,,,XIV /kuckn@01@05 & thriqj,,gp_head,mukhiya,BC Woman,BC,1,पिंकी दवे ी,0,vU; fiNM+k oxZ | efgyk,devanagari,data/jharkhand/2015/14. DHANBAD MUKHIYA PSS/DHANBAD ZP PSS MUKHIYA GPS.pdf,11,DHANBAD ZP PSS MUKHIYA GPS.pdf
Jharkhand,2015,Dhanbad,तोपचा¡ची,,गोमो दक्षिण,,,,XIV /kuckn@01@06 & xkseks nf{k.k,,gp_head,mukhiya,Other than Woman,NONE,0,राजेन्द्र सिंह,0,vukjf{kr | vU;,devanagari,data/jharkhand/2015/14. DHANBAD MUKHIYA PSS/DHANBAD ZP PSS MUKHIYA GPS.pdf,11,DHANBAD ZP PSS MUKHIYA GPS.pdf
Jharkhand,2015,Dhanbad,तोपचा¡ची,,गोमो उÙार,,,,XIV /kuckn@01@07 & xkseks mÙkj,,gp_head,mukhiya,Woman,NONE,1,हसबुन नि”ाा,0,vukjf{kr | efgyk,devanagari,data/jharkhand/2015/14. DHANBAD MUKHIYA PSS/DHANBAD ZP PSS MUKHIYA GPS.pdf,11,DHANBAD ZP PSS MUKHIYA GPS.pdf
Jharkhand,2015,Dhanbad,तोपचा¡ची,,खेसमी,,,,XIV /kuckn@01@08 & [ksleh,,gp_head,mukhiya,SC Other than Woman,SC,0,बैजनाथ रजक,0,vuqlwfpr tkfr | vU;,devanagari,data/jharkhand/2015/14. DHANBAD MUKHIYA PSS/DHANBAD ZP PSS MUKHIYA GPS.pdf,11,DHANBAD ZP PSS MUKHIYA GPS.pdf
Jharkhand,2015,Dhanbad,तोपचा¡ची,,भईया¡ चितरो,,,,XIV /kuckn@01@09 & HkbZ;k¡ fprjks,,gp_head,mukhiya,BC Other than Woman,BC,0,,1,vU; fiNM+k oxZ | vU;,devanagari,data/jharkhand/2015/14. DHANBAD MUKHIYA PSS/DHANBAD ZP PSS MUKHIYA GPS.pdf,11,DHANBAD ZP PSS MUKHIYA GPS.pdf
Jharkhand,2015,Dhanbad,तोपचा¡ची,,दुमदुमी,,,,XIV /kuckn@01@10 & nqenqeh,,gp_head,mukhiya,Other than Woman,NONE,0,विकास कुमार महतो,0,vukjf{kr | vU;,devanagari,data/jharkhand/2015/14. DHANBAD MUKHIYA PSS/DHANBAD ZP PSS MUKHIYA GPS.pdf,11,DHANBAD ZP PSS MUKHIYA GPS.pdf
Jharkhand,2015,Dhanbad,तोपचा¡ची,,तोपचा¡ची,,,,XIV /kuckn@01@11 & rksipk¡ph,,gp_head,mukhiya,Woman,NONE,1,बैजन्ती महे ता,0,vukjf{kr | efgyk,devanagari,data/jharkhand/2015/14. DHANBAD MUKHIYA PSS/DHANBAD ZP PSS MUKHIYA GPS.pdf,11,DHANBAD ZP PSS MUKHIYA GPS.pdf
Jharkhand,2015,Dhanbad,तोपचा¡ची,,चितरपुर,,,,XIV /kuckn@01@12 & fprjiqj,,gp_head,mukhiya,Woman,NONE,1,रीना दवे ी,0,vukjf{kr | efgyk,devanagari,data/jharkhand/2015/14. DHANBAD MUKHIYA PSS/DHANBAD ZP PSS MUKHIYA GPS.pdf,11,DHANBAD ZP PSS MUKHIYA GPS.pdf
Jharkhand,2015,Dhanbad,तोपचा¡ची,,मदैयडीह,,,,XIV /kuckn@01@13 & enS;Mhg,,gp_head,mukhiya,Woman,NONE,1,चन्द्रावती दवे ी,0,vukjf{kr | efgyk,devanagari,data/jharkhand/2015/14. DHANBAD MUKHIYA PSS/DHANBAD ZP PSS MUKHIYA GPS.pdf,11,DHANBAD ZP PSS MUKHIYA GPS.pdf
Jharkhand,2015,Dhanbad,तोपचा¡ची,,ता¡तरी,,,,XIV /kuckn@01@14 & rk¡rjh,,gp_head,mukhiya,BC Woman,BC,1,तिरोपती दवे ी,0,vU; fiNM+k oxZ | efgyk,devanagari,data/jharkhand/2015/14. DHANBAD MUKHIYA PSS/DHANBAD ZP PSS MUKHIYA GPS.pdf,11,DHANBAD ZP PSS MUKHIYA GPS.pdf
Jharkhand,2015,Dhanbad,तोपचा¡ची,,गुनघसा,,,,XIV /kuckn@01@15 & xqu?klk,,gp_head,mukhiya,BC Woman,BC,1,पूर्णिमा दवे ी,0,vU; fiNM+k oxZ | efgyk,devanagari,data/jharkhand/2015/14. DHANBAD MUKHIYA PSS/DHANBAD ZP PSS MUKHIYA GPS.pdf,11,DHANBAD ZP PSS MUKHIYA GPS.pdf
Jharkhand,2015,Dhanbad,तोपचा¡ची,,चैता,,,,XIV /kuckn@01@16 & pSrk,,gp_head,mukhiya,Other than Woman,NONE,0,प्रेमचंद महतो,0,vukjf{kr | vU;,devanagari,data/jharkhand/2015/14. DHANBAD MUKHIYA PSS/DHANBAD ZP PSS MUKHIYA GPS.pdf,11,DHANBAD ZP PSS MUKHIYA GPS.pdf
Jharkhand,2015,Dhanbad,तोपचा¡ची,,खरियो,,,,XIV /kuckn@01@17 & [kfj;ks,,gp_head,mukhiya,BC Woman,BC,1,सुनिता दवे ी,0,vU; fiNM+k oxZ | efgyk,devanagari,data/jharkhand/2015/14. DHANBAD MUKHIYA PSS/DHANBAD ZP PSS MUKHIYA GPS.pdf,11,DHANBAD ZP PSS MUKHIYA GPS.pdf
Jharkhand,2015,Dhanbad,तोपचा¡ची,,रामाकुण्डा,,,,XIV /kuckn@01@18 & jkekdq.Mk,,gp_head,mukhiya,Other than Woman,NONE,0,परशुराम महतो,0,vukjf{kr | vU;,devanagari,data/jharkhand/2015/14. DHANBAD MUKHIYA PSS/DHANBAD ZP PSS MUKHIYA GPS.pdf,11,DHANBAD ZP PSS MUKHIYA GPS.pdf
Jharkhand,2015,Dhanbad,तोपचा¡ची,,गेन्दनवाडीह,,,,XIV /kuckn@01@19 & xsUnuokMhg,,gp_head,mukhiya,Other than Woman,NONE,0,बसंती दवे ी,0,vukjf{kr | vU;,devanagari,data/jharkhand/2015/14. DHANBAD MUKHIYA PSS/DHANBAD ZP PSS MUKHIYA GPS.pdf,11,DHANBAD ZP PSS MUKHIYA GPS.pdf
Jharkhand,2015,Dhanbad,तोपचा¡ची,,श्रीरामपुर,,,,XIV /kuckn@01@20 & Jhjkeiqj,,gp_head,mukhiya,Woman,NONE,1,कमर जहा¡,0,vukjf{kr | efgyk,devanagari,data/jharkhand/2015/14. DHANBAD MUKHIYA PSS/DHANBAD ZP PSS MUKHIYA GPS.pdf,11,DHANBAD ZP PSS MUKHIYA GPS.pdf
Jharkhand,2015,Dhanbad,तोपचा¡ची,,लेदाटा¡ड़,,,,XIV /kuckn@01@21 & ysnkVk¡M+,,gp_head,mukhiya,BC Other than Woman,BC,0,जुलफेकार अंसारी,0,vU; fiNM+k oxZ | vU;,devanagari,data/jharkhand/2015/14. DHANBAD MUKHIYA PSS/DHANBAD ZP PSS MUKHIYA GPS.pdf,11,DHANBAD ZP PSS MUKHIYA GPS.pdf
Jharkhand,2015,Dhanbad,तोपचा¡ची,,लोकबाद,,,,XIV /kuckn@01@22 & yksdckn,,gp_head,mukhiya,BC Woman,BC,1,सैमुन निशा,0,vU; fiNM+k oxZ | efgyk,devanagari,data/jharkhand/2015/14. DHANBAD MUKHIYA PSS/DHANBAD ZP PSS MUKHIYA GPS.pdf,11,DHANBAD ZP PSS MUKHIYA GPS.pdf
Jharkhand,2015,Dhanbad,तोपचा¡ची,,नेरो,,,,XIV /kuckn@01@23 & usjks,,gp_head,mukhiya,Woman,NONE,1,सरिता गोयल,0,vukjf{kr | efgyk,devanagari,data/jharkhand/2015/14. DHANBAD MUKHIYA PSS/DHANBAD ZP PSS MUKHIYA GPS.pdf,11,DHANBAD ZP PSS MUKHIYA GPS.pdf
Jharkhand,2015,Dhanbad,तोपचा¡ची,,ब्राह्मणडीहा,,,,XIV /kuckn@01@24 & czkã.kMhgk,,gp_head,mukhiya,SC Woman,SC,1,भारती दवे ी,0,vuqlwfpr tkfr | efgyk,devanagari,data/jharkhand/2015/14. DHANBAD MUKHIYA PSS/DHANBAD ZP PSS MUKHIYA GPS.pdf,11,DHANBAD ZP PSS MUKHIYA GPS.pdf
Jharkhand,2015,Dhanbad,तोपचा¡ची,,ढा¡गी,,,,XIV /kuckn@01@25 & <k¡xh,,gp_head,mukhiya,ST Woman,ST,1,संगीता कुमारी,0,vuqlwfpr tutkfr | efgyk,devanagari,data/jharkhand/2015/14. DHANBAD MUKHIYA PSS/DHANBAD ZP PSS MUKHIYA GPS.pdf,11,DHANBAD ZP PSS MUKHIYA GPS.pdf
Jharkhand,2015,Dhanbad,तोपचा¡ची,,सिंहदाहा,,,,XIV /kuckn@01@26 & flagnkgk,,gp_head,mukhiya,Woman,NONE,1,वीणा शर्मा,0,vukjf{kr | efgyk,devanagari,data/jharkhand/2015/14. DHANBAD MUKHIYA PSS/DHANBAD ZP PSS MUKHIYA GPS.pdf,11,DHANBAD ZP PSS MUKHIYA GPS.pdf
Jharkhand,2015,Dhanbad,तोपचा¡ची,,मतारी,,,,XIV /kuckn@01@27 & erkjh,,gp_head,mukhiya,SC Woman,SC,1,बिंदु दवे ी,0,vuqlwfpr tkfr | efgyk,devanagari,data/jharkhand/2015/14. DHANBAD MUKHIYA PSS/DHANBAD ZP PSS MUKHIYA GPS.pdf,11,DHANBAD ZP PSS MUKHIYA GPS.pdf
Jharkhand,2015,Dhanbad,तोपचा¡ची,,प्रधानखंता,,,,XIV /kuckn@01@28 & iz/kku[kark,,gp_head,mukhiya,ST Other than Woman,ST,0,नदं लाल मुर्मु,0,vuqlwfpr tutkfr | vU;,devanagari,data/jharkhand/2015/14. DHANBAD MUKHIYA PSS/DHANBAD ZP PSS MUKHIYA GPS.pdf,11,DHANBAD ZP PSS MUKHIYA GPS.pdf
Jharkhand,2015,Dhanbad,पूर्वी टुण्डी,,जीतपुर,,,,XIV /kuckn@02@01 & thriqj,,gp_head,mukhiya,ST Woman,ST,1,सोनोदी दवे ी,0,vuqlwfpr tutkfr | efgyk,devanagari,data/jharkhand/2015/14. DHANBAD MUKHIYA PSS/DHANBAD ZP PSS MUKHIYA GPS.pdf,12,DHANBAD ZP PSS MUKHIYA GPS.pdf
Jharkhand,2015,Dhanbad,पूर्वी टुण्डी,,मनियाडीह,,,,XIV /kuckn@02@ 02 & efu;kMhg,,gp_head,mukhiya,Other than Woman,NONE,0,रामशे वर बास्की,0,vukjf{kr | vU;,devanagari,data/jharkhand/2015/14. DHANBAD MUKHIYA PSS/DHANBAD ZP PSS MUKHIYA GPS.pdf,12,DHANBAD ZP PSS MUKHIYA GPS.pdf
Jharkhand,2015,Dhanbad,पूर्वी टुण्डी,,मछियारा,,,,XIV /kuckn@02@ 03 & efN;kjk,,gp_head,mukhiya,ST Other than Woman,ST,0,श्रवण टुडू,0,vuqlwfpr tutkfr | vU;,devanagari,data/jharkhand/2015/14. DHANBAD MUKHIYA PSS/DHANBAD ZP PSS MUKHIYA GPS.pdf,12,DHANBAD ZP PSS MUKHIYA GPS.pdf
Jharkhand,2015,Dhanbad,पूर्वी टुण्डी,,फतहे पुर,,,,XIV /kuckn@02@ 04 & Qrgs iqj,,gp_head,mukhiya,ST Woman,ST,1,चम्पा दवे ी,0,vuqlwfpr tutkfr | efgyk,devanagari,data/jharkhand/2015/14. DHANBAD MUKHIYA PSS/DHANBAD ZP PSS MUKHIYA GPS.pdf,12,DHANBAD ZP PSS MUKHIYA GPS.pdf
Jharkhand,2015,Dhanbad,पूर्वी टुण्डी,,जाताखुंटी,,,,XIV /kuckn@02@ 05 & tkrk[kqaVh,,gp_head,mukhiya,ST Other than Woman,ST,0,मनीषा कुमारी सोरेन,0,vuqlwfpr tutkfr | vU;,devanagari,data/jharkhand/2015/14. DHANBAD MUKHIYA PSS/DHANBAD ZP PSS MUKHIYA GPS.pdf,12,DHANBAD ZP PSS MUKHIYA GPS.pdf
Jharkhand,2015,Dhanbad,पूर्वी टुण्डी,,पुरनाडीह,,,,XIV /kuckn@02@ 06 & iqjukMhg,,gp_head,mukhiya,Woman,NONE,1,माया दवे ी,0,vukjf{kr | efgyk,devanagari,data/jharkhand/2015/14. DHANBAD MUKHIYA PSS/DHANBAD ZP PSS MUKHIYA GPS.pdf,12,DHANBAD ZP PSS MUKHIYA GPS.pdf
Jharkhand,2015,Dhanbad,पूर्वी टुण्डी,,कोलहर,,,,XIV /kuckn@02@ 07 & dksygj,,gp_head,mukhiya,Woman,NONE,1,रीता मिश्रा,0,vukjf{kr | efgyk,devanagari,data/jharkhand/2015/14. DHANBAD MUKHIYA PSS/DHANBAD ZP PSS MUKHIYA GPS.pdf,12,DHANBAD ZP PSS MUKHIYA GPS.pdf
Jharkhand,2015,Dhanbad,पूर्वी टुण्डी,,टुण्डी,,,,XIV /kuckn@02@ 08 & Vq.Mh,,gp_head,mukhiya,SC Other than Woman,SC,0,नेमिया दवे ी,0,vuqlwfpr tkfr | vU;,devanagari,data/jharkhand/2015/14. DHANBAD MUKHIYA PSS/DHANBAD ZP PSS MUKHIYA GPS.pdf,12,DHANBAD ZP PSS MUKHIYA GPS.pdf
Jharkhand,2015,Dhanbad,पूर्वी टुण्डी,,रतनपुर,,,,XIV /kuckn@02@ 09 & jruiqj,,gp_head,mukhiya,Woman,NONE,1,भारती दवे ी,0,vukjf{kr | efgyk,devanagari,data/jharkhand/2015/14. DHANBAD MUKHIYA PSS/DHANBAD ZP PSS MUKHIYA GPS.pdf,12,DHANBAD ZP PSS MUKHIYA GPS.pdf
Jharkhand,2015,Dhanbad,पूर्वी टुण्डी,,लुकैया,,,,XIV /kuckn@02@ 10 & yqdS;k,,gp_head,mukhiya,ST Woman,ST,1,मोनिका हासदा,0,vuqlwfpr tutkfr | efgyk,devanagari,data/jharkhand/2015/14. DHANBAD MUKHIYA PSS/DHANBAD ZP PSS MUKHIYA GPS.pdf,12,DHANBAD ZP PSS MUKHIYA GPS.pdf
Jharkhand,2015,Dhanbad,पूर्वी टुण्डी,,बेगनरिया,,,,XIV /kuckn@02@ 11 & csxufj;k,,gp_head,mukhiya,ST Other than Woman,ST,0,होरीलाल टुडू,0,vuqlwfpr tutkfr | vU;,devanagari,data/jharkhand/2015/14. DHANBAD MUKHIYA PSS/DHANBAD ZP PSS MUKHIYA GPS.pdf,12,DHANBAD ZP PSS MUKHIYA GPS.pdf
Jharkhand,2015,Dhanbad,पूर्वी टुण्डी,,राजाभिठा,,,,XIV /kuckn@02@ 12 & jktkfHkBk,,gp_head,mukhiya,Other than Woman,NONE,0,निमाय कुमार सिंह,0,vukjf{kr | vU;,devanagari,data/jharkhand/2015/14. DHANBAD MUKHIYA PSS/DHANBAD ZP PSS MUKHIYA GPS.pdf,12,DHANBAD ZP PSS MUKHIYA GPS.pdf
Jharkhand,2015,Dhanbad,पूर्वी टुण्डी,,कदैंया,,,,XIV /kuckn@02@ 13 & dnSa;k,,gp_head,mukhiya,Woman,NONE,1,सुन्दरा दवे ी,0,vukjf{kr | efgyk,devanagari,data/jharkhand/2015/14. DHANBAD MUKHIYA PSS/DHANBAD ZP PSS MUKHIYA GPS.pdf,12,DHANBAD ZP PSS MUKHIYA GPS.pdf
Jharkhand,2015,Dhanbad,पूर्वी टुण्डी,,कटनियां,,,,XIV /kuckn@02@ 14 & dVfu;ka,,gp_head,mukhiya,SC Woman,SC,1,बबली दास,0,vuqlwfpr tkfr | efgyk,devanagari,data/jharkhand/2015/14. DHANBAD MUKHIYA PSS/DHANBAD ZP PSS MUKHIYA GPS.pdf,12,DHANBAD ZP PSS MUKHIYA GPS.pdf
Jharkhand,2015,Dhanbad,पूर्वी टुण्डी,,बरवाटांड,,,,XIV /kuckn@02@ 15 & cjokVkaM,,gp_head,mukhiya,Other than Woman,NONE,0,प्रेमचन्द रजवार,0,vukjf{kr | vU;,devanagari,data/jharkhand/2015/14. DHANBAD MUKHIYA PSS/DHANBAD ZP PSS MUKHIYA GPS.pdf,12,DHANBAD ZP PSS MUKHIYA GPS.pdf
Jharkhand,2015,Dhanbad,पूर्वी टुण्डी,,कमारडीह,,,,XIV /kuckn@02@ 16 & dekjMhg,,gp_head,mukhiya,Woman,NONE,1,गेन्दा दवे ी,0,vukjf{kr | efgyk,devanagari,data/jharkhand/2015/14. DHANBAD MUKHIYA PSS/DHANBAD ZP PSS MUKHIYA GPS.pdf,12,DHANBAD ZP PSS MUKHIYA GPS.pdf
Jharkhand,2015,Dhanbad,पूर्वी टुण्डी,,लछुरायडीह,,,,XIV /kuckn@02@ 17 & yNqjk;Mhg,,gp_head,mukhiya,Other than Woman,NONE,0,मो अनवर हुसैन अंसारी,0,vukjf{kr | vU;,devanagari,data/jharkhand/2015/14. DHANBAD MUKHIYA PSS/DHANBAD ZP PSS MUKHIYA GPS.pdf,12,DHANBAD ZP PSS MUKHIYA GPS.pdf
Jharkhand,2015,Dhanbad,पूर्वी टुण्डी,,चु:रिया,,,,XIV /kuckn @03@01 & pq:fj;k,,gp_head,mukhiya,Woman,NONE,1,गीता दवे ी,0,vukjf{kr | efgyk,devanagari,data/jharkhand/2015/14. DHANBAD MUKHIYA PSS/DHANBAD ZP PSS MUKHIYA GPS.pdf,12,DHANBAD ZP PSS MUKHIYA GPS.pdf
Jharkhand,2015,Dhanbad,पूर्वी टुण्डी,,उकमा,,,,XIV /kuckn @03@02 & mdek,,gp_head,mukhiya,ST Woman,ST,1,सुनीता हेम्ब्रम,0,vuqlwfpr tutkfr | efgyk,devanagari,data/jharkhand/2015/14. DHANBAD MUKHIYA PSS/DHANBAD ZP PSS MUKHIYA GPS.pdf,12,DHANBAD ZP PSS MUKHIYA GPS.pdf
Jharkhand,2015,Dhanbad,पूर्वी टुण्डी,,मैरानवाटा¡ड़,,,,XIV /kuckn @03@03 & eSjkuokVk¡M+,,gp_head,mukhiya,Other than Woman,NONE,0,बिपिन बिहारी दाँ,0,vukjf{kr | vU;,devanagari,data/jharkhand/2015/14. DHANBAD MUKHIYA PSS/DHANBAD ZP PSS MUKHIYA GPS.pdf,12,DHANBAD ZP PSS MUKHIYA GPS.pdf
Jharkhand,2015,Dhanbad,पूर्वी टुण्डी,,मोहलीडीह,,,,XIV /kuckn @03@04 & eksgyhMhg,,gp_head,mukhiya,Woman,NONE,1,शांतिवाला मिजं,0,vukjf{kr | efgyk,devanagari,data/jharkhand/2015/14. DHANBAD MUKHIYA PSS/DHANBAD ZP PSS MUKHIYA GPS.pdf,12,DHANBAD ZP PSS MUKHIYA GPS.pdf
Jharkhand,2015,Dhanbad,पूर्वी टुण्डी,,रघुनाथपुर,,,,XIV /kuckn @03@05 & j?kqukFkiqj,,gp_head,mukhiya,ST Other than Woman,ST,0,शयामकिशोर मोहली,0,vuqlwfpr tutkfr | vU;,devanagari,data/jharkhand/2015/14. DHANBAD MUKHIYA PSS/DHANBAD ZP PSS MUKHIYA GPS.pdf,12,DHANBAD ZP PSS MUKHIYA GPS.pdf
Jharkhand,2015,Dhanbad,पूर्वी टुण्डी,,:पन,,,,XIV /kuckn @03@06 & :iu,,gp_head,mukhiya,ST Woman,ST,1,मिलोनी टुडू,0,vuqlwfpr tutkfr | efgyk,devanagari,data/jharkhand/2015/14. DHANBAD MUKHIYA PSS/DHANBAD ZP PSS MUKHIYA GPS.pdf,12,DHANBAD ZP PSS MUKHIYA GPS.pdf
Jharkhand,2015,Dhanbad,पूर्वी टुण्डी,,रामपुर,,,,XIV /kuckn @03@07 & jkeiqj,,gp_head,mukhiya,SC Other than Woman,SC,0,लक्ष्मी रजक,0,vuqlwfpr tkfr | vU;,devanagari,data/jharkhand/2015/14. DHANBAD MUKHIYA PSS/DHANBAD ZP PSS MUKHIYA GPS.pdf,12,DHANBAD ZP PSS MUKHIYA GPS.pdf
Jharkhand,2015,Dhanbad,पूर्वी टुण्डी,,लटानी,,,,XIV /kuckn @03@08 & yVkuh,,gp_head,mukhiya,Woman,NONE,1,जहा¡ आरा,0,vukjf{kr | efgyk,devanagari,data/jharkhand/2015/14. DHANBAD MUKHIYA PSS/DHANBAD ZP PSS MUKHIYA GPS.pdf,12,DHANBAD ZP PSS MUKHIYA GPS.pdf
Jharkhand,2015,Dhanbad,पूर्वी टुण्डी,,पण्डराबेजरा,,,,XIV /kuckn @03@09 & i.Mjkcstjk,,gp_head,mukhiya,Other than Woman,NONE,0,शांति मराण्डी,0,vukjf{kr | vU;,devanagari,data/jharkhand/2015/14. DHANBAD MUKHIYA PSS/DHANBAD ZP PSS MUKHIYA GPS.pdf,12,DHANBAD ZP PSS MUKHIYA GPS.pdf
Jharkhand,2015,Dhanbad,पूर्वी टुण्डी,,बेनागड़िया नि0,,,,XIV /kuckn@04@1& csukxfM+;k fu0,,gp_head,mukhiya,ST Woman,ST,1,ललिता हा¡सदा,0,vuqlwfpr tutkfr | efgyk,devanagari,data/jharkhand/2015/14. DHANBAD MUKHIYA PSS/DHANBAD ZP PSS MUKHIYA GPS.pdf,12,DHANBAD ZP PSS MUKHIYA GPS.pdf
Jharkhand,2015,Dhanbad,पूर्वी टुण्डी,,सिजुआ,,,,XIV /kuckn@04@2 & fltqvk,,gp_head,mukhiya,ST Woman,ST,1,बोबी कुमारी मुर्मू,0,vuqlwfpr tutkfr | efgyk,devanagari,data/jharkhand/2015/14. DHANBAD MUKHIYA PSS/DHANBAD ZP PSS MUKHIYA GPS.pdf,12,DHANBAD ZP PSS MUKHIYA GPS.pdf
Jharkhand,2015,Dhanbad,पूर्वी टुण्डी,,रांगामाटी,,,,XIV /kuckn@04@3 & jkaxkekVh,,gp_head,mukhiya,BC Other than Woman,BC,0,नाजाद अंसारी,0,vU; fiNM+k oxZ | vU;,devanagari,data/jharkhand/2015/14. DHANBAD MUKHIYA PSS/DHANBAD ZP PSS MUKHIYA GPS.pdf,12,DHANBAD ZP PSS MUKHIYA GPS.pdf
Jharkhand,2015,Dhanbad,पूर्वी टुण्डी,,घाघरा,,,,XIV /kuckn@04@4 & ?kk?kjk,,gp_head,mukhiya,BC Woman,BC,1,प्रमिला घटवारीन,0,vU; fiNM+k oxZ | efgyk,devanagari,data/jharkhand/2015/14. DHANBAD MUKHIYA PSS/DHANBAD ZP PSS MUKHIYA GPS.pdf,12,DHANBAD ZP PSS MUKHIYA GPS.pdf
Jharkhand,2015,Dhanbad,पूर्वी टुण्डी,,सोनबाद,,,,XIV /kuckn@04@5 & lksuckn,,gp_head,mukhiya,SC Other than Woman,SC,0,सिन्टु बाउरी,0,vuqlwfpr tkfr | vU;,devanagari,data/jharkhand/2015/14. DHANBAD MUKHIYA PSS/DHANBAD ZP PSS MUKHIYA GPS.pdf,12,DHANBAD ZP PSS MUKHIYA GPS.pdf
Jharkhand,2015,Dhanbad,पूर्वी टुण्डी,,रामकनाली,,,,XIV /kuckn@04@6 & jkedukyh,,gp_head,mukhiya,ST Woman,ST,1,सुनीता हेम्ब्रम,0,vuqlwfpr tutkfr | efgyk,devanagari,data/jharkhand/2015/14. DHANBAD MUKHIYA PSS/DHANBAD ZP PSS MUKHIYA GPS.pdf,12,DHANBAD ZP PSS MUKHIYA GPS.pdf
Jharkhand,2015,Dhanbad,पूर्वी टुण्डी,,बेलकुपा,,,,XIV /kuckn@04@7& csydqik,,gp_head,mukhiya,ST Other than Woman,ST,0,सुनील टुडू,0,vuqlwfpr tutkfr | vU;,devanagari,data/jharkhand/2015/14. DHANBAD MUKHIYA PSS/DHANBAD ZP PSS MUKHIYA GPS.pdf,12,DHANBAD ZP PSS MUKHIYA GPS.pdf
Jharkhand,2015,Dhanbad,पूर्वी टुण्डी,,हड़ियाजाम,,,,XIV /kuckn@04@8 & gfM+;ktke,,gp_head,mukhiya,Other than Woman,NONE,0,गौतम दÙाा,0,vukjf{kr | vU;,devanagari,data/jharkhand/2015/14. DHANBAD MUKHIYA PSS/DHANBAD ZP PSS MUKHIYA GPS.pdf,12,DHANBAD ZP PSS MUKHIYA GPS.pdf
