state,year,district,block,block_no,gram_panchayat,gp_no,ward_no,seat_no,seat_id_raw,seat_from_image,tier,tier_local,reservation,caste_reservation,woman_reserved,winner,vacant,reservation_raw,script,source_path,source_page,source_pdf
Jharkhand,2015,Garhwa,खरौंधी,01,,,,01,I x<+ok@01@[kjkSa/kh& ¼01½,,block_member,panchayat_samiti,Woman,NONE,1,ज्ञानमति देवी,0,vukjf{kr | efgyk,devanagari,data/jharkhand/2015/1. GARHWA MUKHIYA PSS/GARHWA PSS.pdf,1,GARHWA PSS.pdf
Jharkhand,2015,Jamtara,नाला,5,नाला,,,19,XIII/जामताड़ा / 5 / नाला- (19),,block_member,panchayat_samiti,ST Other than Woman,ST,0,आमीर मोहली,0,अनुसूचित जन जाति | अन्य,devanagari,data/jharkhand/2015/13. JAMTARA MUKHIYA PSS/JAMTARA ZP MUKHIYA PSS GPS.pdf,8,JAMTARA ZP MUKHIYA PSS GPS.pdf
Jharkhand,2015,Jamtara,नाला,5,नाला,,,20,XIII/जामताड़ा / 5 / नाला- (20),,block_member,panchayat_samiti,ST Woman,ST,1,उर्मिला हेम्ब्रम,0,अनुसूचित जन जाति | महिला,devanagari,data/jharkhand/2015/13. JAMTARA MUKHIYA PSS/JAMTARA ZP MUKHIYA PSS GPS.pdf,8,JAMTARA ZP MUKHIYA PSS GPS.pdf
Jharkhand,2015,Jamtara,नाला,5,नाला,,,21,XIII/जामताड़ा / 5 / नाला- (21),,block_member,panchayat_samiti,SC Other than Woman,SC,0,नित्यजीत बाद्यकर,0,अनुसूचित जाति | अन्य,devanagari,data/jharkhand/2015/13. JAMTARA MUKHIYA PSS/JAMTARA ZP MUKHIYA PSS GPS.pdf,8,JAMTARA ZP MUKHIYA PSS GPS.pdf
Jharkhand,2015,Jamtara,नाला,5,नाला,,,22,XIII/जामताड़ा / 5 / नाला- (22),,block_member,panchayat_samiti,ST Other than Woman,ST,0,राजेन कोड़ा,0,अनुसूचित जन जाति | अन्य,devanagari,data/jharkhand/2015/13. JAMTARA MUKHIYA PSS/JAMTARA ZP MUKHIYA PSS GPS.pdf,8,JAMTARA ZP MUKHIYA PSS GPS.pdf
Jharkhand,2015,Jamtara,नाला,5,नाला,,,23,XIII/जामताड़ा / 5 / नाला- (23),,block_member,panchayat_samiti,Other than Woman,NONE,0,अशोक वाउरी,0,अनारक्षित | अन्य,devanagari,data/jharkhand/2015/13. JAMTARA MUKHIYA PSS/JAMTARA ZP MUKHIYA PSS GPS.pdf,8,JAMTARA ZP MUKHIYA PSS GPS.pdf
Jharkhand,2015,Jamtara,नाला,5,नाला,,,24,XIII/जामताड़ा / 5 / नाला- (24),,block_member,panchayat_samiti,ST Woman,ST,1,सुमित्रा हेमरम,0,अनुसूचित जन जाति | महिला,devanagari,data/jharkhand/2015/13. JAMTARA MUKHIYA PSS/JAMTARA ZP MUKHIYA PSS GPS.pdf,8,JAMTARA ZP MUKHIYA PSS GPS.pdf
Jharkhand,2015,Jamtara,नाला,5,नाला,,,25,XIII/जामताड़ा / 5 / नाला- (25),,block_member,panchayat_samiti,ST Other than Woman,ST,0,पाण्डू माराण्डी,0,अनुसूचित जन जाति | अन्य,devanagari,data/jharkhand/2015/13. JAMTARA MUKHIYA PSS/JAMTARA ZP MUKHIYA PSS GPS.pdf,8,JAMTARA ZP MUKHIYA PSS GPS.pdf
Jharkhand,2015,Jamtara,नाला,5,नाला,,,26,XIII/जामताड़ा / 5 / नाला- (26),,block_member,panchayat_samiti,ST Woman,ST,1,सुरोनी टुडू,0,अनुसूचित जन जाति | महिला,devanagari,data/jharkhand/2015/13. JAMTARA MUKHIYA PSS/JAMTARA ZP MUKHIYA PSS GPS.pdf,8,JAMTARA ZP MUKHIYA PSS GPS.pdf
Jharkhand,2015,Jamtara,नाला,5,नाला,,,27,XIII/जामताड़ा / 5 / नाला- (27),,block_member,panchayat_samiti,SC Woman,SC,1,मिटू वाद्यकर,0,अनुसूचित जाति | महिला,devanagari,data/jharkhand/2015/13. JAMTARA MUKHIYA PSS/JAMTARA ZP MUKHIYA PSS GPS.pdf,8,JAMTARA ZP MUKHIYA PSS GPS.pdf
Jharkhand,2015,Jamtara,कुण्डहित,६,कुण्डहित,,,1,XIII/जामताड़ा/६/कुण्डहित - (1),,block_member,panchayat_samiti,ST Other than Woman,ST,0,प्रसेन्जीत पुजहर,0,अनुसूचित जन जाति | अन्य,devanagari,data/jharkhand/2015/13. JAMTARA MUKHIYA PSS/JAMTARA ZP MUKHIYA PSS GPS.pdf,9,JAMTARA ZP MUKHIYA PSS GPS.pdf
Jharkhand,2015,Jamtara,कुण्डहित,६,कुण्डहित,,,2,XIII/जामताड़ा/६/कुण्डहित - (2),,block_member,panchayat_samiti,ST Woman,ST,1,एमेली सोरेन,0,अनुसूचित जन जाति | महिला,devanagari,data/jharkhand/2015/13. JAMTARA MUKHIYA PSS/JAMTARA ZP MUKHIYA PSS GPS.pdf,9,JAMTARA ZP MUKHIYA PSS GPS.pdf
Jharkhand,2015,Jamtara,कुण्डहित,६,कुण्डहित,,,3,XIII/जामताड़ा/६/कुण्डहित - (3),,block_member,panchayat_samiti,ST Other than Woman,ST,0,मणिलाल पुजहर,0,अनुसूचित जन जाति | अन्य,devanagari,data/jharkhand/2015/13. JAMTARA MUKHIYA PSS/JAMTARA ZP MUKHIYA PSS GPS.pdf,9,JAMTARA ZP MUKHIYA PSS GPS.pdf
Jharkhand,2015,Jamtara,कुण्डहित,६,कुण्डहित,,,4,XIII/जामताड़ा/६/कुण्डहित - (4),,block_member,panchayat_samiti,ST Other than Woman,ST,0,अरूण सोरेन,0,अनुसूचित जन जाति | अन्य,devanagari,data/jharkhand/2015/13. JAMTARA MUKHIYA PSS/JAMTARA ZP MUKHIYA PSS GPS.pdf,9,JAMTARA ZP MUKHIYA PSS GPS.pdf
Jharkhand,2015,Jamtara,कुण्डहित,६,कुण्डहित,,,5,XIII/जामताड़ा/६/कुण्डहित - (5),,block_member,panchayat_samiti,BC Other than Woman,BC,0,निमाई चन्द घोष,0,अन्य पिछडा वर्ग | अन्य,devanagari,data/jharkhand/2015/13. JAMTARA MUKHIYA PSS/JAMTARA ZP MUKHIYA PSS GPS.pdf,9,JAMTARA ZP MUKHIYA PSS GPS.pdf
Jharkhand,2015,Jamtara,कुण्डहित,६,कुण्डहित,,,6,XIII/जामताड़ा/६/कुण्डहित - (6),,block_member,panchayat_samiti,SC Woman,SC,1,दुलाली बाउरी,0,अनुसूचित जाति | महिला,devanagari,data/jharkhand/2015/13. JAMTARA MUKHIYA PSS/JAMTARA ZP MUKHIYA PSS GPS.pdf,9,JAMTARA ZP MUKHIYA PSS GPS.pdf
Jharkhand,2015,Jamtara,कुण्डहित,६,कुण्डहित,,,7,XIII/जामताड़ा/६/कुण्डहित - (7),,block_member,panchayat_samiti,Woman,NONE,1,शिउली साधु,0,अनारक्षित | महिला,devanagari,data/jharkhand/2015/13. JAMTARA MUKHIYA PSS/JAMTARA ZP MUKHIYA PSS GPS.pdf,9,JAMTARA ZP MUKHIYA PSS GPS.pdf
Jharkhand,2015,Jamtara,कुण्डहित,६,कुण्डहित,,,8,XIII/जामताड़ा/६/कुण्डहित - (8),,block_member,panchayat_samiti,ST Woman,ST,1,रोबोनी मुर्मू,0,अनुसूचित जन जाति | महिला,devanagari,data/jharkhand/2015/13. JAMTARA MUKHIYA PSS/JAMTARA ZP MUKHIYA PSS GPS.pdf,9,JAMTARA ZP MUKHIYA PSS GPS.pdf
Jharkhand,2015,Jamtara,कुण्डहित,६,कुण्डहित,,,9,XIII/जामताड़ा/६/कुण्डहित - (9),,block_member,panchayat_samiti,ST Woman,ST,1,अनोदी किस्कु,0,अनुसूचित जन जाति | महिला,devanagari,data/jharkhand/2015/13. JAMTARA MUKHIYA PSS/JAMTARA ZP MUKHIYA PSS GPS.pdf,9,JAMTARA ZP MUKHIYA PSS GPS.pdf
Jharkhand,2015,Jamtara,कुण्डहित,६,कुण्डहित,,,10,XIII/जामताड़ा/६/कुण्डहित - (10),,block_member,panchayat_samiti,SC Other than Woman,SC,0,बाबलु दास,0,अनुसूचित जाति | अन्य,devanagari,data/jharkhand/2015/13. JAMTARA MUKHIYA PSS/JAMTARA ZP MUKHIYA PSS GPS.pdf,9,JAMTARA ZP MUKHIYA PSS GPS.pdf
Jharkhand,2015,Jamtara,कुण्डहित,६,कुण्डहित,,,11,XIII/जामताड़ा/६/कुण्डहित - (11),,block_member,panchayat_samiti,ST Woman,ST,1,काजली मुर्मू,0,अनुसूचित जन जाति | महिला,devanagari,data/jharkhand/2015/13. JAMTARA MUKHIYA PSS/JAMTARA ZP MUKHIYA PSS GPS.pdf,9,JAMTARA ZP MUKHIYA PSS GPS.pdf
Jharkhand,2015,Jamtara,कुण्डहित,६,कुण्डहित,,,12,XIII/जामताड़ा/६/कुण्डहित - (12),,block_member,panchayat_samiti,Woman,NONE,1,चाँदनी बीबी,0,अनारक्षित | महिला,devanagari,data/jharkhand/2015/13. JAMTARA MUKHIYA PSS/JAMTARA ZP MUKHIYA PSS GPS.pdf,9,JAMTARA ZP MUKHIYA PSS GPS.pdf
Jharkhand,2015,Jamtara,कुण्डहित,६,कुण्डहित,,,13,XIII/जामताड़ा/६/कुण्डहित - (13),,block_member,panchayat_samiti,Woman,NONE,1,बैशाखी गोराँई,0,अनारक्षित | महिला,devanagari,data/jharkhand/2015/13. JAMTARA MUKHIYA PSS/JAMTARA ZP MUKHIYA PSS GPS.pdf,9,JAMTARA ZP MUKHIYA PSS GPS.pdf
Jharkhand,2015,Jamtara,कुण्डहित,६,कुण्डहित,,,14,XIII/जामताड़ा/६/कुण्डहित - (14),,block_member,panchayat_samiti,Other than Woman,NONE,0,अरूण मुखर्जी,0,अनारक्षित | अन्य,devanagari,data/jharkhand/2015/13. JAMTARA MUKHIYA PSS/JAMTARA ZP MUKHIYA PSS GPS.pdf,9,JAMTARA ZP MUKHIYA PSS GPS.pdf
Jharkhand,2015,Jamtara,कुण्डहित,६,कुण्डहित,,,15,XIII/जामताड़ा/६/कुण्डहित - (15),,block_member,panchayat_samiti,ST Other than Woman,ST,0,उत्तम हेमरम,0,अनुसूचित जन जाति | अन्य,devanagari,data/jharkhand/2015/13. JAMTARA MUKHIYA PSS/JAMTARA ZP MUKHIYA PSS GPS.pdf,9,JAMTARA ZP MUKHIYA PSS GPS.pdf
Jharkhand,2015,Jamtara,कुण्डहित,६,कुण्डहित,,,16,XIII/जामताड़ा/६/कुण्डहित - (16),,block_member,panchayat_samiti,Other than Woman,NONE,0,धर्म मंडल,0,अनारक्षित | अन्य,devanagari,data/jharkhand/2015/13. JAMTARA MUKHIYA PSS/JAMTARA ZP MUKHIYA PSS GPS.pdf,9,JAMTARA ZP MUKHIYA PSS GPS.pdf
Jharkhand,2015,Jamtara,कुण्डहित,६,कुण्डहित,,,17,XIII/जामताड़ा/६/कुण्डहित - (17),,block_member,panchayat_samiti,SC Woman,SC,1,गंगा बाउरी,0,अनुसूचित जाति | महिला,devanagari,data/jharkhand/2015/13. JAMTARA MUKHIYA PSS/JAMTARA ZP MUKHIYA PSS GPS.pdf,9,JAMTARA ZP MUKHIYA PSS GPS.pdf
Jharkhand,2015,Dhanbad,तोपचा¡ची,01,,,,1,XIV /kuckn@01@rksipk¡ph& ¼1½,,block_member,panchayat_samiti,BC Woman,BC,1,उमा दवे ी,0,vU; fiNM+k oxZ | efgyk,devanagari,data/jharkhand/2015/14. DHANBAD MUKHIYA PSS/DHANBAD ZP PSS MUKHIYA GPS.pdf,3,DHANBAD ZP PSS MUKHIYA GPS.pdf
Jharkhand,2015,Dhanbad,तोपचा¡ची,01,,,,2,XIV /kuckn@01@rksipk¡ph& ¼2½,,block_member,panchayat_samiti,BC Woman,BC,1,पार्वती दवे ी,0,vU; fiNM+k oxZ | efgyk,devanagari,data/jharkhand/2015/14. DHANBAD MUKHIYA PSS/DHANBAD ZP PSS MUKHIYA GPS.pdf,3,DHANBAD ZP PSS MUKHIYA GPS.pdf
Jharkhand,2015,Dhanbad,तोपचा¡ची,01,,,,3,XIV /kuckn@01@rksipk¡ph& ¼3½,,block_member,panchayat_samiti,Other than Woman,NONE,0,,1,vukjf{kr | vU;,krutidev,data/jharkhand/2015/14. DHANBAD MUKHIYA PSS/DHANBAD ZP PSS MUKHIYA GPS.pdf,3,DHANBAD ZP PSS MUKHIYA GPS.pdf
Jharkhand,2015,Dhanbad,तोपचा¡ची,01,,,,4,XIV /kuckn@01@rksipk¡ph& ¼4½,,block_member,panchayat_samiti,Woman,NONE,1,,1,vukjf{kr | efgyk,krutidev,data/jharkhand/2015/14. DHANBAD MUKHIYA PSS/DHANBAD ZP PSS MUKHIYA GPS.pdf,3,DHANBAD ZP PSS MUKHIYA GPS.pdf
Jharkhand,2015,Dhanbad,तोपचा¡ची,01,,,,5,XIV /kuckn@01@rksipk¡ph& ¼5½,,block_member,panchayat_samiti,Other than Woman,NONE,0,मो0 अहमद अली,0,vukjf{kr | vU;,devanagari,data/jharkhand/2015/14. DHANBAD MUKHIYA PSS/DHANBAD ZP PSS MUKHIYA GPS.pdf,3,DHANBAD ZP PSS MUKHIYA GPS.pdf
Jharkhand,2015,Dhanbad,तोपचा¡ची,01,,,,6,XIV /kuckn@01@rksipk¡ph& ¼6½,,block_member,panchayat_samiti,Woman,NONE,1,डोली दवे ी,0,vukjf{kr | efgyk,devanagari,data/jharkhand/2015/14. DHANBAD MUKHIYA PSS/DHANBAD ZP PSS MUKHIYA GPS.pdf,3,DHANBAD ZP PSS MUKHIYA GPS.pdf
Jharkhand,2015,Dhanbad,तोपचा¡ची,01,,,,7,XIV /kuckn@01@rksipk¡ph& ¼7½,,block_member,panchayat_samiti,Other than Woman,NONE,0,मो0 इसहाक अंसारी,0,vukjf{kr | vU;,devanagari,data/jharkhand/2015/14. DHANBAD MUKHIYA PSS/DHANBAD ZP PSS MUKHIYA GPS.pdf,3,DHANBAD ZP PSS MUKHIYA GPS.pdf
Jharkhand,2015,Dhanbad,तोपचा¡ची,01,,,,8,XIV /kuckn@01@rksipk¡ph& ¼8½,,block_member,panchayat_samiti,Woman,NONE,1,अनिता दवे ी,0,vukjf{kr | efgyk,devanagari,data/jharkhand/2015/14. DHANBAD MUKHIYA PSS/DHANBAD ZP PSS MUKHIYA GPS.pdf,3,DHANBAD ZP PSS MUKHIYA GPS.pdf
Jharkhand,2015,Dhanbad,तोपचा¡ची,01,,,,9,XIV /kuckn@01@rksipk¡ph& ¼9½,,block_member,panchayat_samiti,Woman,NONE,1,नीलम दवे ी,0,vukjf{kr | efgyk,devanagari,data/jharkhand/2015/14. DHANBAD MUKHIYA PSS/DHANBAD ZP PSS MUKHIYA GPS.pdf,3,DHANBAD ZP PSS MUKHIYA GPS.pdf
Jharkhand,2015,Dhanbad,तोपचा¡ची,01,,,,10,XIV /kuckn@01@rksipk¡ph& ¼10½,,block_member,panchayat_samiti,Woman,NONE,1,सिन्धु सिंह,0,vukjf{kr | efgyk,devanagari,data/jharkhand/2015/14. DHANBAD MUKHIYA PSS/DHANBAD ZP PSS MUKHIYA GPS.pdf,3,DHANBAD ZP PSS MUKHIYA GPS.pdf
Jharkhand,2015,Dhanbad,तोपचा¡ची,01,,,,11,XIV /kuckn@01@rksipk¡ph& ¼11½,,block_member,panchayat_samiti,Other than Woman,NONE,0,,1,vukjf{kr | vU;,krutidev,data/jharkhand/2015/14. DHANBAD MUKHIYA PSS/DHANBAD ZP PSS MUKHIYA GPS.pdf,3,DHANBAD ZP PSS MUKHIYA GPS.pdf
Jharkhand,2015,Dhanbad,तोपचा¡ची,01,,,,12,XIV /kuckn@01@rksipk¡ph& ¼12½,,block_member,panchayat_samiti,SC Other than Woman,SC,0,द”ारथ रजक,0,vuqlwfpr tkfr | vU;,devanagari,data/jharkhand/2015/14. DHANBAD MUKHIYA PSS/DHANBAD ZP PSS MUKHIYA GPS.pdf,3,DHANBAD ZP PSS MUKHIYA GPS.pdf
Jharkhand,2015,Dhanbad,तोपचा¡ची,01,,,,13,XIV /kuckn@01@rksipk¡ph& ¼13½,,block_member,panchayat_samiti,BC Woman,BC,1,फरजाना खातुन,0,vU; fiNM+k oxZ | efgyk,devanagari,data/jharkhand/2015/14. DHANBAD MUKHIYA PSS/DHANBAD ZP PSS MUKHIYA GPS.pdf,3,DHANBAD ZP PSS MUKHIYA GPS.pdf
Jharkhand,2015,Dhanbad,तोपचा¡ची,01,,,,14,XIV /kuckn@01@rksipk¡ph& ¼14½,,block_member,panchayat_samiti,BC Other than Woman,BC,0,सरीता दवे ी,0,vU; fiNM+k oxZ | vU;,devanagari,data/jharkhand/2015/14. DHANBAD MUKHIYA PSS/DHANBAD ZP PSS MUKHIYA GPS.pdf,3,DHANBAD ZP PSS MUKHIYA GPS.pdf
Jharkhand,2015,Dhanbad,तोपचा¡ची,01,,,,15,XIV /kuckn@01@rksipk¡ph& ¼15½,,block_member,panchayat_samiti,Other than Woman,NONE,0,अतहर नवाज खान,0,vukjf{kr | vU;,devanagari,data/jharkhand/2015/14. DHANBAD MUKHIYA PSS/DHANBAD ZP PSS MUKHIYA GPS.pdf,3,DHANBAD ZP PSS MUKHIYA GPS.pdf
Jharkhand,2015,Dhanbad,तोपचा¡ची,01,,,,16,XIV /kuckn@01@rksipk¡ph& ¼16½,,block_member,panchayat_samiti,BC Woman,BC,1,सुभद्रा दवे ी,0,vU; fiNM+k oxZ | efgyk,devanagari,data/jharkhand/2015/14. DHANBAD MUKHIYA PSS/DHANBAD ZP PSS MUKHIYA GPS.pdf,3,DHANBAD ZP PSS MUKHIYA GPS.pdf
Jharkhand,2015,Dhanbad,तोपचा¡ची,01,,,,17,XIV /kuckn@01@rksipk¡ph& ¼17½,,block_member,panchayat_samiti,Other than Woman,NONE,0,श्रीनिवास चतुर्वेदी,0,vukjf{kr | vU;,devanagari,data/jharkhand/2015/14. DHANBAD MUKHIYA PSS/DHANBAD ZP PSS MUKHIYA GPS.pdf,3,DHANBAD ZP PSS MUKHIYA GPS.pdf
Jharkhand,2015,Dhanbad,तोपचा¡ची,01,,,,18,XIV /kuckn@01@rksipk¡ph& ¼18½,,block_member,panchayat_samiti,BC Other than Woman,BC,0,,1,vU; fiNM+k oxZ | vU;,krutidev,data/jharkhand/2015/14. DHANBAD MUKHIYA PSS/DHANBAD ZP PSS MUKHIYA GPS.pdf,3,DHANBAD ZP PSS MUKHIYA GPS.pdf
Jharkhand,2015,Dhanbad,तोपचा¡ची,01,,,,19,XIV /kuckn@01@rksipk¡ph& ¼19½,,block_member,panchayat_samiti,Woman,NONE,1,मुक्ता दवे ी,0,vukjf{kr | efgyk,devanagari,data/jharkhand/2015/14. DHANBAD MUKHIYA PSS/DHANBAD ZP PSS MUKHIYA GPS.pdf,3,DHANBAD ZP PSS MUKHIYA GPS.pdf
Jharkhand,2015,Dhanbad,तोपचा¡ची,01,,,,20,XIV /kuckn@01@rksipk¡ph& ¼20½,,block_member,panchayat_samiti,Other than Woman,NONE,0,:पलाल मंडल,0,vukjf{kr | vU;,devanagari,data/jharkhand/2015/14. DHANBAD MUKHIYA PSS/DHANBAD ZP PSS MUKHIYA GPS.pdf,3,DHANBAD ZP PSS MUKHIYA GPS.pdf
Jharkhand,2015,Dhanbad,तोपचा¡ची,01,,,,21,XIV /kuckn@01@rksipk¡ph& ¼21½,,block_member,panchayat_samiti,Woman,NONE,1,लालिता दवे ी,0,vukjf{kr | efgyk,devanagari,data/jharkhand/2015/14. DHANBAD MUKHIYA PSS/DHANBAD ZP PSS MUKHIYA GPS.pdf,3,DHANBAD ZP PSS MUKHIYA GPS.pdf
Jharkhand,2015,Dhanbad,तोपचा¡ची,01,,,,22,XIV /kuckn@01@rksipk¡ph& ¼22½,,block_member,panchayat_samiti,BC Other than Woman,BC,0,निर्मल कुम्हार,0,vU; fiNM+k oxZ | vU;,devanagari,data/jharkhand/2015/14. DHANBAD MUKHIYA PSS/DHANBAD ZP PSS MUKHIYA GPS.pdf,3,DHANBAD ZP PSS MUKHIYA GPS.pdf
Jharkhand,2015,Dhanbad,तोपचा¡ची,01,,,,23,XIV /kuckn@01@rksipk¡ph& ¼23½,,block_member,panchayat_samiti,Woman,NONE,1,रथी देवी,0,vukjf{kr | efgyk,devanagari,data/jharkhand/2015/14. DHANBAD MUKHIYA PSS/DHANBAD ZP PSS MUKHIYA GPS.pdf,3,DHANBAD ZP PSS MUKHIYA GPS.pdf
Jharkhand,2015,Dhanbad,तोपचा¡ची,01,,,,24,XIV /kuckn@01@rksipk¡ph& ¼24½,,block_member,panchayat_samiti,Woman,NONE,1,माधुरी दवे ी,0,vukjf{kr | efgyk,devanagari,data/jharkhand/2015/14. DHANBAD MUKHIYA PSS/DHANBAD ZP PSS MUKHIYA GPS.pdf,3,DHANBAD ZP PSS MUKHIYA GPS.pdf
Jharkhand,2015,Dhanbad,तोपचा¡ची,01,,,,25,XIV /kuckn@01@rksipk¡ph& ¼25½,,block_member,panchayat_samiti,Other than Woman,NONE,0,,1,vukjf{kr | vU;,krutidev,data/jharkhand/2015/14. DHANBAD MUKHIYA PSS/DHANBAD ZP PSS MUKHIYA GPS.pdf,3,DHANBAD ZP PSS MUKHIYA GPS.pdf
Jharkhand,2015,Dhanbad,तोपचा¡ची,01,,,,26,XIV /kuckn@01@rksipk¡ph& ¼26½,,block_member,panchayat_samiti,BC Woman,BC,1,नीतु दवे ी,0,vU; fiNM+k oxZ | efgyk,devanagari,data/jharkhand/2015/14. DHANBAD MUKHIYA PSS/DHANBAD ZP PSS MUKHIYA GPS.pdf,3,DHANBAD ZP PSS MUKHIYA GPS.pdf
Jharkhand,2015,Dhanbad,तोपचा¡ची,01,,,,27,XIV /kuckn@01@rksipk¡ph& ¼27½,,block_member,panchayat_samiti,BC Other than Woman,BC,0,पंकज कुमार मंडल,0,vU; fiNM+k oxZ | vU;,devanagari,data/jharkhand/2015/14. DHANBAD MUKHIYA PSS/DHANBAD ZP PSS MUKHIYA GPS.pdf,3,DHANBAD ZP PSS MUKHIYA GPS.pdf
Jharkhand,2015,Dhanbad,तोपचा¡ची,01,,,,28,XIV /kuckn@01@rksipk¡ph& ¼28½,,block_member,panchayat_samiti,BC Other than Woman,BC,0,भीम कुमार महतो,0,vU; fiNM+k oxZ | vU;,devanagari,data/jharkhand/2015/14. DHANBAD MUKHIYA PSS/DHANBAD ZP PSS MUKHIYA GPS.pdf,3,DHANBAD ZP PSS MUKHIYA GPS.pdf
Jharkhand,2015,Dhanbad,तोपचा¡ची,01,,,,29,XIV /kuckn@01@rksipk¡ph& ¼29½,,block_member,panchayat_samiti,SC Other than Woman,SC,0,विकास कुमार पासवान,0,vuqlwfpr tkfr | vU;,devanagari,data/jharkhand/2015/14. DHANBAD MUKHIYA PSS/DHANBAD ZP PSS MUKHIYA GPS.pdf,3,DHANBAD ZP PSS MUKHIYA GPS.pdf
Jharkhand,2015,Dhanbad,तोपचा¡ची,01,,,,30,XIV /kuckn@01@rksipk¡ph& ¼30½,,block_member,panchayat_samiti,ST Woman,ST,1,सादमनी दवे ी,0,vuqlwfpr tutkfr | efgyk,devanagari,data/jharkhand/2015/14. DHANBAD MUKHIYA PSS/DHANBAD ZP PSS MUKHIYA GPS.pdf,3,DHANBAD ZP PSS MUKHIYA GPS.pdf
Jharkhand,2015,Dhanbad,तोपचा¡ची,01,,,,31,XIV /kuckn@01@rksipk¡ph& ¼31½,,block_member,panchayat_samiti,SC Woman,SC,1,,1,vuqlwfpr tkfr | efgyk,krutidev,data/jharkhand/2015/14. DHANBAD MUKHIYA PSS/DHANBAD ZP PSS MUKHIYA GPS.pdf,4,DHANBAD ZP PSS MUKHIYA GPS.pdf
Jharkhand,2015,Dhanbad,तोपचा¡ची,01,,,,32,XIV /kuckn@01@rksipk¡ph& ¼32½,,block_member,panchayat_samiti,SC Woman,SC,1,र[े ाा दवे ी,0,vuqlwfpr tkfr | efgyk,devanagari,data/jharkhand/2015/14. DHANBAD MUKHIYA PSS/DHANBAD ZP PSS MUKHIYA GPS.pdf,4,DHANBAD ZP PSS MUKHIYA GPS.pdf
Jharkhand,2015,Dhanbad,तोपचा¡ची,01,,,,33,XIV /kuckn@01@rksipk¡ph& ¼33½,,block_member,panchayat_samiti,ST Other than Woman,ST,0,लखीराम मा¡झी,0,vuqlwfpr tutkfr | vU;,devanagari,data/jharkhand/2015/14. DHANBAD MUKHIYA PSS/DHANBAD ZP PSS MUKHIYA GPS.pdf,4,DHANBAD ZP PSS MUKHIYA GPS.pdf
Jharkhand,2015,Dhanbad,टुण्डी,02,,,,1,XIV /kuckn@02@Vq.Mh & ¼1½,,block_member,panchayat_samiti,Other than Woman,NONE,0,भवानी दवे ी,0,vukjf{kr | vU;,devanagari,data/jharkhand/2015/14. DHANBAD MUKHIYA PSS/DHANBAD ZP PSS MUKHIYA GPS.pdf,4,DHANBAD ZP PSS MUKHIYA GPS.pdf
Jharkhand,2015,Dhanbad,टुण्डी,02,,,,2,XIV /kuckn@02@Vq.Mh & ¼2½,,block_member,panchayat_samiti,Other than Woman,NONE,0,महेन्द्र कुमार सिंह चौधरी,0,vukjf{kr | vU;,devanagari,data/jharkhand/2015/14. DHANBAD MUKHIYA PSS/DHANBAD ZP PSS MUKHIYA GPS.pdf,4,DHANBAD ZP PSS MUKHIYA GPS.pdf
Jharkhand,2015,Dhanbad,टुण्डी,02,,,,3,XIV /kuckn@02@Vq.Mh & ¼3½,,block_member,panchayat_samiti,SC Other than Woman,SC,0,धने”वर रजवार,0,vuqlwfpr tkfr | vU;,devanagari,data/jharkhand/2015/14. DHANBAD MUKHIYA PSS/DHANBAD ZP PSS MUKHIYA GPS.pdf,4,DHANBAD ZP PSS MUKHIYA GPS.pdf
Jharkhand,2015,Dhanbad,टुण्डी,02,,,,4,XIV /kuckn@02@Vq.Mh & ¼4½,,block_member,panchayat_samiti,SC Woman,SC,1,मुन्नी दवे ी,0,vuqlwfpr tkfr | efgyk,devanagari,data/jharkhand/2015/14. DHANBAD MUKHIYA PSS/DHANBAD ZP PSS MUKHIYA GPS.pdf,4,DHANBAD ZP PSS MUKHIYA GPS.pdf
Jharkhand,2015,Dhanbad,टुण्डी,02,,,,5,XIV /kuckn@02@Vq.Mh & ¼5½,,block_member,panchayat_samiti,Other than Woman,NONE,0,दिने”ा हेम्ब्रम,0,vukjf{kr | vU;,devanagari,data/jharkhand/2015/14. DHANBAD MUKHIYA PSS/DHANBAD ZP PSS MUKHIYA GPS.pdf,4,DHANBAD ZP PSS MUKHIYA GPS.pdf
Jharkhand,2015,Dhanbad,टुण्डी,02,,,,6,XIV /kuckn@02@Vq.Mh & ¼6½,,block_member,panchayat_samiti,ST Other than Woman,ST,0,श्रवण कुमार बेसरा,0,vuqlwfpr tutkfr | vU;,devanagari,data/jharkhand/2015/14. DHANBAD MUKHIYA PSS/DHANBAD ZP PSS MUKHIYA GPS.pdf,4,DHANBAD ZP PSS MUKHIYA GPS.pdf
Jharkhand,2015,Dhanbad,टुण्डी,02,,,,7,XIV /kuckn@02@Vq.Mh & ¼7½,,block_member,panchayat_samiti,Other than Woman,NONE,0,द”ारथ ठाकुर,0,vukjf{kr | vU;,devanagari,data/jharkhand/2015/14. DHANBAD MUKHIYA PSS/DHANBAD ZP PSS MUKHIYA GPS.pdf,4,DHANBAD ZP PSS MUKHIYA GPS.pdf
Jharkhand,2015,Dhanbad,टुण्डी,02,,,,8,XIV /kuckn@02@Vq.Mh & ¼8½,,block_member,panchayat_samiti,ST Other than Woman,ST,0,मी:लाल मराण्डी,0,vuqlwfpr tutkfr | vU;,devanagari,data/jharkhand/2015/14. DHANBAD MUKHIYA PSS/DHANBAD ZP PSS MUKHIYA GPS.pdf,4,DHANBAD ZP PSS MUKHIYA GPS.pdf
