sl_no_2015,dist_name_2015,samiti_name_2015,gp_2015,reservation_2015,name_2015,sex_2015,category_2015,gp_new_2015,dist_name_new_2015,samiti_name_new_2015,key_2015,sl_no_2005,dist_name_2005,samiti_name_2005,gp_2005,reservation_2005,name_2005,sex_2005,category_2005,gp_new_2005,dist_name_new_2005,samiti_name_new_2005,dist_2010_2005,key_2005,sl_no_2010,dist_name_2010,samiti_name_2010,gp_2010,reservation_2010,name_2010,sex_2010,category_2010,gp_new_2010,dist_name_new_2010,samiti_name_new_2010,key_2010,dist_05_10,nuke_05_10,dist
2176,BHARA TPUR,VAIR,SALEMPUR KHURD,General (Woman),HEMA MINA,NA,ST (Woman),salempur khurd,BHARATPUR,WEIR,BHARATPURWEIRsalempur khurd,2038,BHARATPUR,WEIR,SALEMPUR KHURD,SC,BHAUTI DEVI,FEMALE,SC,salempur khurd,BHARATPUR,WEIR,NA,BHARATPURWEIRsalempur khurd,2002,BHARATPUR,WEIR,SALEMPUR KHURD,GEN,DHARM SINGH,M,OBC,salempur khurd,BHARATPUR,WEIR,BHARATPURWEIRsalempur khurd,0,NA,0
2177,BHARA TPUR,VAIR,SAMRAYA,SC,NATHA SINGH,NA,SC,samraya,BHARATPUR,WEIR,BHARATPURWEIRsamraya,2039,BHARATPUR,WEIR,SAMRAYA,GEN W,KEDARI,FEMALE,OBC,samraya,BHARATPUR,WEIR,NA,BHARATPURWEIRsamraya,2003,BHARATPUR,WEIR,SAMRA Y A,OBCW,KEDHARI,F,OBCW,samraya,BHARATPUR,WEIR,BHARATPURWEIRsamraya,0,NA,0
2178,BHARA TPUR,VAIR,SARSAINA,General,TRILOKNATH SHARMA,NA,General,sarsaina,BHARATPUR,WEIR,BHARATPURWEIRsarsaina,2040,BHARATPUR,WEIR,SARSAINA,GEN,SHRIKANT,MALE,GEN,sarsaina,BHARATPUR,WEIR,NA,BHARATPURWEIRsarsaina,2004,BHARATPUR,WEIR,SARSAINA,SC,PRATAP SINGH,M,SC,sarsaina,BHARATPUR,WEIR,BHARATPURWEIRsarsaina,0,NA,0
2179,BHARA TPUR,VAIR,SENDHALI,SC,ANIL KUMAR,NA,SC,sendhali,BHARATPUR,WEIR,BHARATPURWEIRsendhali,2041,BHARATPUR,WEIR,SENDHLI,GEN,INDRA,FEMALE,GEN,sendhali,BHARATPUR,WEIR,NA,BHARATPURWEIRsendhali,2005,BHARATPUR,WEIR,SENDHALI,GENW,LAXMI,F,OBCW,sendhali,BHARATPUR,WEIR,BHARATPURWEIRsendhali,0,NA,0
2180,BHARA TPUR,VAIR,SIRAS,General (Woman),RANI DEVI,NA,OBC (Woman),siras,BHARATPUR,WEIR,BHARATPURWEIRsiras,2042,BHARATPUR,WEIR,SIRAS,GEN W,RAMA,FEMALE,OBC,siras,BHARATPUR,WEIR,NA,BHARATPURWEIRsiras,2006,BHARATPUR,WEIR,SIRAS,SC,PREM DEVI,F,SCW,siras,BHARATPUR,WEIR,BHARATPURWEIRsiras,0,NA,0
2181,BHARA TPUR,VAIR,SUHARI,General (Woman),SUNIT A,NA,OBC (Woman),suhari,BHARATPUR,WEIR,BHARATPURWEIRsuhari,2044,BHARATPUR,WEIR,SUHARI,GEN W,KALAVATI,FEMALE,OBC,suhari,BHARATPUR,WEIR,NA,BHARATPURWEIRsuhari,2007,BHARATPUR,WEIR,SUHARI,STW,JALBAI,F,STW,suhari,BHARATPUR,WEIR,BHARATPURWEIRsuhari,0,NA,0
2182,BHARA TPUR,VAIR,SUHAS,General (Woman),MACHHALA KUMARI,NA,OBC (Woman),suhas,BHARATPUR,WEIR,BHARATPURWEIRsuhas,2043,BHARATPUR,WEIR,SUHANS,GEN,DARWARI SINGH,MALE,OBC,suhas,BHARATPUR,WEIR,NA,BHARATPURWEIRsuhas,2008,BHARATPUR,WEIR,SUHAS,GENW,BHOUTEE,F,OBCW,suhas,BHARATPUR,WEIR,BHARATPURWEIRsuhas,0,NA,0
2183,BHARA TPUR,VAIR,UMERED,General (Woman),MUKATVATI,NA,OBC (Woman),umered,BHARATPUR,WEIR,BHARATPURWEIRumered,2045,BHARATPUR,WEIR,UMRENO,SC,JOGI RAM,MALE,SC,umered,BHARATPUR,WEIR,NA,BHARATPURWEIRumered,2009,BHARATPUR,WEIR,UMERED,OBC,SHYAUDAN SINGH,M,OBC,umered,BHARATPUR,WEIR,BHARATPURWEIRumered,0,NA,0
2184,BHARA TPUR,VAIR,VALLABHGARH,General (Woman),KUSUM KUMARI,NA,OBC (Woman),vallabhgarh,BHARATPUR,WEIR,BHARATPURWEIRvallabhgarh,2005,BHARATPUR,WEIR,BALLABH GARH,SC W,PREM BAI,FEMALE,SC,ballabh garh,BHARATPUR,WEIR,NA,BHARATPURWEIRballabh garh,2010,BHARATPUR,WEIR,VALLABHGARH,OBC,SAMPATI,F,OBCW,vallabhgarh,BHARATPUR,WEIR,BHARATPURWEIRvallabhgarh,2,NA,0
8953,SIROHI,ABU ROAD,GANKA,ST (Woman),LALITA DEVI,NA,ST (Woman),ganka,SIROHI,ABUROAD,SIROHIABUROADganka,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8954,SIROHI,ABU ROAD,MADURALA,ST (Woman),LEELA KUMARI,NA,ST (Woman),madurala,SIROHI,ABUROAD,SIROHIABUROADmadurala,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8955,SIROHI,ABU ROAD,DHAMSARA,ST (Woman),LEELA DEVI,NA,ST (Woman),dhamsara,SIROHI,ABUROAD,SIROHIABUROADdhamsara,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8956,SIROHI,ABU ROAD,TLETI,ST (Woman),JAMNA DEVI,NA,ST (Woman),tleti,SIROHI,ABUROAD,SIROHIABUROADtleti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8957,SIROHI,ABU ROAD,WASDA,ST (Woman),MANJU,NA,ST (Woman),wasda,SIROHI,ABUROAD,SIROHIABUROADwasda,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8958,SIROHI,ABU ROAD,BHESASINGH,ST (Woman),LEELA,NA,ST (Woman),bhesasingh,SIROHI,ABUROAD,SIROHIABUROADbhesasingh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6051,JHALAWAR,AKALERA,AMRITKHEDI,ST,SEEMA KUMARI,NA,ST (Woman),amritkhedi,JHALAWAR,AKALERA,JHALAWARAKALERAamritkhedi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6052,JHALAWAR,AKALERA,ASALPUR,General (Woman),SUNIT A,NA,OBC (Woman),asalpur,JHALAWAR,AKALERA,JHALAWARAKALERAasalpur,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6053,JHALAWAR,AKALERA,BAREKHEDI GUJRAN,SC,SANJU BAI,NA,SC (Woman),barekhedi gujran,JHALAWAR,AKALERA,JHALAWARAKALERAbarekhedi gujran,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6054,JHALAWAR,AKALERA,BASKHEDI LODHAN,General (Woman),RODI BAI,NA,OBC (Woman),baskhedi lodhan,JHALAWAR,AKALERA,JHALAWARAKALERAbaskhedi lodhan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6055,JHALAWAR,AKALERA,BERAGARH,SC,KANWAR LAL,NA,SC,beragarh,JHALAWAR,AKALERA,JHALAWARAKALERAberagarh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6056,JHALAWAR,AKALERA,BHALTA,SC (Woman),ANITA BAI,NA,SC (Woman),bhalta,JHALAWAR,AKALERA,JHALAWARAKALERAbhalta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6057,JHALAWAR,AKALERA,BINDAKHEDA,General,MANOHAR SINGH,NA,OBC,bindakheda,JHALAWAR,AKALERA,JHALAWARAKALERAbindakheda,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6058,JHALAWAR,AKALERA,BORBAND,General,KANHIRAM,NA,OBC,borband,JHALAWAR,AKALERA,JHALAWARAKALERAborband,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6059,JHALAWAR,AKALERA,DEVLI,General (Woman),JYOTI KIRAD,NA,OBC (Woman),devli,JHALAWAR,AKALERA,JHALAWARAKALERAdevli,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6060,JHALAWAR,AKALERA,GAHUKHEDI,General (Woman),MAMTA BAI,NA,OBC (Woman),gahukhedi,JHALAWAR,AKALERA,JHALAWARAKALERAgahukhedi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6061,JHALAWAR,AKALERA,GHATOLI,General,MANGAL SINGH TANWAR,NA,OBC,ghatoli,JHALAWAR,AKALERA,JHALAWARAKALERAghatoli,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6062,JHALAWAR,AKALERA,GOP ALPURA,General (Woman),SHAITAN BAI,NA,OBC (Woman),gop alpura,JHALAWAR,AKALERA,JHALAWARAKALERAgop alpura,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6063,JHALAWAR,AKALERA,GULKHEDI,General,RAMESH CHAND,NA,OBC,gulkhedi,JHALAWAR,AKALERA,JHALAWARAKALERAgulkhedi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6064,JHALAWAR,AKALERA,KOHDIJHAR,General,BHANWAR LAL,NA,OBC,kohdijhar,JHALAWAR,AKALERA,JHALAWARAKALERAkohdijhar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6065,JHALAWAR,AKALERA,PACHOLA,ST,TEJRAJ,NA,ST,pachola,JHALAWAR,AKALERA,JHALAWARAKALERApachola,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6066,JHALAWAR,AKALERA,SERDA,General,SHIVDAYAL PARETA,NA,OBC,serda,JHALAWAR,AKALERA,JHALAWARAKALERAserda,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6067,JHALAWAR,AKALERA,UMRIYA,General (Woman),REKHA BAI,NA,OBC (Woman),umriya,JHALAWAR,AKALERA,JHALAWARAKALERAumriya,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6068,JHALAWAR,AKALERA,AMETHA,ST,RAMESH CHAND,NA,ST,ametha,JHALAWAR,AKALERA,JHALAWARAKALERAametha,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6069,JHALAWAR,AKALERA,CHURALIYA,SC (Woman),ANITA BAI DHOBI,NA,SC,churaliya,JHALAWAR,AKALERA,JHALAWARAKALERAchuraliya,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6070,JHALAWAR,AKALERA,DEVI CHANCHAL,General (Woman),SAITAN BAI,NA,General (Woman),devi chanchal,JHALAWAR,AKALERA,JHALAWARAKALERAdevi chanchal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6071,JHALAWAR,AKALERA,DEVLIKALAN,ST,ANITA MEENA,NA,ST,devlikalan,JHALAWAR,AKALERA,JHALAWARAKALERAdevlikalan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6072,JHALAWAR,AKALERA,KHARPA,ST (Woman),MAMTA BAI,NA,ST,kharpa,JHALAWAR,AKALERA,JHALAWARAKALERAkharpa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6073,JHALAWAR,AKALERA,LASUDIYA SHAH,General,BHOORI BAI,NA,ST (Woman),lasudiya shah,JHALAWAR,AKALERA,JHALAWARAKALERAlasudiya shah,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6074,JHALAWAR,AKALERA,LHAS,ST (Woman),KAMLESH MEENA,NA,ST (Woman),lhas,JHALAWAR,AKALERA,JHALAWARAKALERAlhas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6075,JHALAWAR,AKALERA,METHUN,ST (Woman),SONU,NA,ST,methun,JHALAWAR,AKALERA,JHALAWARAKALERAmethun,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6076,JHALAWAR,AKALERA,MISHROLI,ST (Woman),NIRMLA BAI,NA,ST (Woman),mishroli,JHALAWAR,AKALERA,JHALAWARAKALERAmishroli,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6077,JHALAWAR,AKALERA,NAYAPURA,General,RAMBILASH MEENA,NA,ST,nayapura,JHALAWAR,AKALERA,JHALAWARAKALERAnayapura,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6078,JHALAWAR,AKALERA,SERKHADINDYA,General,SUJAN SINGH,NA,OBC,serkhadindya,JHALAWAR,AKALERA,JHALAWARAKALERAserkhadindya,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6079,JHALAWAR,AKALERA,THADOL,ST,PRAKASH MEENA,NA,ST,thadol,JHALAWAR,AKALERA,JHALAWARAKALERAthadol,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6080,JHALAWAR,AKALERA,THNAVAD,OBC,GORDHAN,NA,OBC,thnavad,JHALAWAR,AKALERA,JHALAWARAKALERAthnavad,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6081,JHALAWAR,AKALERA,TURKADIYA,ST (Woman),SANTOSH BAI,NA,ST (Woman),turkadiya,JHALAWAR,AKALERA,JHALAWARAKALERAturkadiya,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4898,JAIPUR,AMER,DOLATPURA KOTADA,General (Woman),VANITA RAJAWAT,NA,General (Woman),dolatpura kotada,JAIPUR,AMBER,JAIPURAMBERdolatpura kotada,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4910,JAIPUR,AMER,AKAIDA DUNGUR,SC,PURAN CHAND BUNKAR,NA,SC,akaida dungur,JAIPUR,AMBER,JAIPURAMBERakaida dungur,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8202,RAJSAMAND,AMET,SELAGURHA,SC,NAINARAM REGAR,NA,SC,selagurha,RAJSAMAND,AMET,RAJSAMANDAMETselagurha,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
811,BANSW ARA,ANADPURI,DHODHIYA,ST (Woman),MANI DEVI,NA,ST (Woman),dhodhiya,BANSWARA,ANANDPURI,BANSWARAANANDPURIdhodhiya,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
812,BANSW ARA,ANADPURI,TEJPURA,ST,SMT. MANA,NA,ST (Woman),tejpura,BANSWARA,ANANDPURI,BANSWARAANANDPURItejpura,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
813,BANSW ARA,ANADPURI,JHER,ST,BALKRISHAN,NA,ST,jher,BANSWARA,ANANDPURI,BANSWARAANANDPURIjher,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4311,GANGANAGAR,ANUPGARH,4KSM (BANDA),SC (Woman),NEETU,NA,SC,4ksm (banda),GANGANAGAR,ANUPGARH,GANGANAGARANUPGARH4ksm (banda),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4321,GANGANAGAR,ANUPGARH,11 P(PATRODA),SC,ROHITASH PANWAR,NA,SC,11 p(patroda),GANGANAGAR,ANUPGARH,GANGANAGARANUPGARH11 p(patroda),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4322,GANGANAGAR,ANUPGARH,11/12 ND(NAHARAWALI),General,MAHESH JYANI,NA,OBC,11/12 nd(naharawali),GANGANAGAR,ANUPGARH,GANGANAGARANUPGARH11/12 nd(naharawali),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4323,GANGANAGAR,ANUPGARH,12 H HISHAMKI,General (Woman),PARMILA DEVI,NA,OBC,12 h hishamki,GANGANAGAR,ANUPGARH,GANGANAGARANUPGARH12 h hishamki,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4325,GANGANAGAR,ANUPGARH,20 LM(LUNIA),General,SUKHCHARAN SINGH,NA,OBC,20 lm(lunia),GANGANAGAR,ANUPGARH,GANGANAGARANUPGARH20 lm(lunia),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4330,GANGANAGAR,ANUPGARH,4 SPS (SALEMPURA),General (Woman),KALWANT KOUR,NA,OBC,4 sps (salempura),GANGANAGAR,ANUPGARH,GANGANAGARANUPGARH4 sps (salempura),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1085,BANSW ARA,ARA THUNA,ANJANA,ST (Woman),MOHAN LAL,NA,ST (Woman),anjana,BANSWARA,ARA THUNA,BANSWARAARA THUNAanjana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1086,BANSW ARA,ARA THUNA,ARTHUNA,ST,DHULARAM,NA,ST,arthuna,BANSWARA,ARA THUNA,BANSWARAARA THUNAarthuna,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1087,BANSW ARA,ARA THUNA,BAKTHPURA,ST (Woman),VIMALA,NA,ST (Woman),bakthpura,BANSWARA,ARA THUNA,BANSWARAARA THUNAbakthpura,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1088,BANSW ARA,ARA THUNA,BASSI MOTI,ST (Woman),HEMLATA BAMANIYA,NA,ST (Woman),bassi moti,BANSWARA,ARA THUNA,BANSWARAARA THUNAbassi moti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1089,BANSW ARA,ARA THUNA,BILODA,ST (Woman),PRAMILA,NA,ST (Woman),biloda,BANSWARA,ARA THUNA,BANSWARAARA THUNAbiloda,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1090,BANSW ARA,ARA THUNA,ITAUVA,ST (Woman),JHET ARI,NA,ST (Woman),itauva,BANSWARA,ARA THUNA,BANSWARAARA THUNAitauva,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1091,BANSW ARA,ARA THUNA,JHADSA,ST,MOHAN LAL,NA,ST,jhadsa,BANSWARA,ARA THUNA,BANSWARAARA THUNAjhadsa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1092,BANSW ARA,ARA THUNA,JOLANA,ST (Woman),JASHODA,NA,ST (Woman),jolana,BANSWARA,ARA THUNA,BANSWARAARA THUNAjolana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1093,BANSW ARA,ARA THUNA,KESERPURA,ST,PANKAJ KUMAR,NA,ST,keserpura,BANSWARA,ARA THUNA,BANSWARAARA THUNAkeserpura,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1094,BANSW ARA,ARA THUNA,KOTDA,ST,AJITPAL SINGHADA,NA,ST,kotda,BANSWARA,ARA THUNA,BANSWARAARA THUNAkotda,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1095,BANSW ARA,ARA THUNA,MALANA,ST,PRAKASH,NA,ST,malana,BANSWARA,ARA THUNA,BANSWARAARA THUNAmalana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1096,BANSW ARA,ARA THUNA,NAHALI,ST (Woman),VANEETA,NA,ST (Woman),nahali,BANSWARA,ARA THUNA,BANSWARAARA THUNAnahali,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1097,BANSW ARA,ARA THUNA,NEVADHRA,ST (Woman),KARIPA,NA,ST (Woman),nevadhra,BANSWARA,ARA THUNA,BANSWARAARA THUNAnevadhra,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1098,BANSW ARA,ARA THUNA,ODVADA,ST,RANVEER,NA,ST,odvada,BANSWARA,ARA THUNA,BANSWARAARA THUNAodvada,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1099,BANSW ARA,ARA THUNA,P ADEDI,ST,MAHENDRA KUMAR CHARPOT A,NA,ST,padedi,BANSWARA,ARA THUNA,BANSWARAARA THUNApadedi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1100,BANSW ARA,ARA THUNA,RAIYANA,ST (Woman),HEMA,NA,ST (Woman),raiyana,BANSWARA,ARA THUNA,BANSWARAARA THUNAraiyana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1101,BANSW ARA,ARA THUNA,SARANPUR,ST,KALURAM DAMOR,NA,ST,saranpur,BANSWARA,ARA THUNA,BANSWARAARA THUNAsaranpur,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1102,BANSW ARA,ARA THUNA,TAMTIYA RATHOD,ST (Woman),NARBADA,NA,ST (Woman),tamtiya rathod,BANSWARA,ARA THUNA,BANSWARAARA THUNAtamtiya rathod,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1103,BANSW ARA,ARA THUNA,TIMURVA,ST,RAMLAL,NA,ST,timurva,BANSWARA,ARA THUNA,BANSWARAARA THUNAtimurva,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
