script,source,latin,suspect
devanagari,कोकलियालगाव,kokaliyagaval,
devanagari,कोकली,kokali,
devanagari,कोकवा देवी,kokwa devi,
devanagari,कोका,koka,
devanagari,कोकापुर,kokapur,
devanagari,कोकाय दास,kokaay das,
devanagari,कोकावास,kokawas,
devanagari,कोकिनक,kokinak,
devanagari,कोकिल पटटी,kokil patti,
devanagari,कोकिल पट्टी,kokil patti,
devanagari,कोकिल सिहं,kokil sihan,
devanagari,कोकिलपार,kokilpar,
devanagari,कोकिलबना,kokilbana,
devanagari,कोकिला,kokila,
devanagari,कोकिला खान,kokila khaan,
devanagari,कोकिला देवी,kokila devi,
devanagari,कोकिला देवी पत्नी देवी 1,kokila devi patni devi,lost 1 of 5 words
devanagari,कोकिला मुर्मू,kokila murmu,
devanagari,कोकिला सिंह,kokila singh,
devanagari,कोकिला सिंह ¼निर्विराध्े ा½,kokila singh,lost 2 of 4 words
devanagari,कोकिलागांव,kokilagaon,
devanagari,कोकिलागाॅव,kokilagao,
devanagari,कोकिलादेवी,kokiladevi,
devanagari,कोखण्डी,kokhandi,
devanagari,कोखराज,kokhraj,
devanagari,कोगा,koga,
devanagari,कोचं,kochan,
devanagari,कोचड़ा,kochada,
devanagari,कोचरी,kochari,
devanagari,कोचरी खास,kochari khaas,
devanagari,कोचवा,kochwa,
devanagari,कोचांग,kochang,
devanagari,कोचारी,kochari,
devanagari,कोचियार,kochiyar,
devanagari,कोछा,kochha,
devanagari,कोछित,kochit,
devanagari,कोछिया,kochhiya,
devanagari,कोछोड़,kochhod,
devanagari,कोजपांथनी,kojpanthani,
devanagari,कोट,tot,
devanagari,कोट (गोनगढ़),tot gongagagar,
devanagari,कोट अमोड़ी,tot amodi,
devanagari,कोट कण्डारा,tot kandara,
devanagari,कोट बांगर,tot bangar,
devanagari,कोट बुढाकेदार,tot budhakedar,
devanagari,कोट बूढाकेदार,tot budhakedar,
devanagari,कोट हिन्‍दाव,tot hindaav,
devanagari,कोटअमोडी,kotamodi,
devanagari,कोटअसवाल,kotaswal,
devanagari,कोटकमहरिया,kotkamahariya,
devanagari,कोटकम्हरिया,kotkamhariya,
devanagari,कोटकी,kotki,
devanagari,कोटखारमऊ,kotkharamar,
devanagari,कोटखास,kotkhas,
devanagari,कोटखेरवा,kotkherwa,
devanagari,कोटखेरा,kotkhera,
devanagari,कोटगा,kotga,
devanagari,कोटगांव,kotgaon,
devanagari,कोटगाडी,kotgadi,
devanagari,कोटगाड़ी,kotgami,
devanagari,कोटगोनगढ,kotganogarh,
devanagari,कोटचैरी,kotchairi,
devanagari,कोटचौनलिया,kotchauniala,
devanagari,कोटचौरी,kotchauri,
devanagari,कोटडा कल्याणपुर,kotda kalyanpur,
devanagari,कोटडा सन्तौर,kotda santaur,
devanagari,कोटडी वल्ली,kotdi valli,
devanagari,कोटडीडांग,kotdangad,
devanagari,कोटडीवल्ली,kotdivalli,
devanagari,कोटडीह,kotdih,
devanagari,कोटडीह सरैया,kotdih saraiya,
devanagari,कोटतुलाडी,kottuladi,
devanagari,कोटतुलारी,kottulari,
devanagari,कोटतुलाड़ी,kotatulai,
devanagari,कोटध्वज,kotdhwaj,
devanagari,कोटना,kotna,
devanagari,कोटनाली,kotnali,
devanagari,कोटमा,kotama,
devanagari,कोटमुबारकपुर,kotmubarkpur,
devanagari,कोटर,cotter,
devanagari,कोटरहा,kotaraha,
devanagari,कोटरा,kotra,
devanagari,कोटरा खाम्भा,kotra khambha,
devanagari,कोटरा बहादुर गंज,kotra bahadur ganj,
devanagari,कोटरा बहादुरगंज,kotra bahadurganj,
devanagari,कोटरा रसूला,kotra rasula,
devanagari,कोटराखांभा,kotarakhanbha,
devanagari,कोटरी,kotari,
devanagari,कोटलमंडा,kotalmanda,
devanagari,कोटलमण्डा,kotalmanda,
devanagari,कोटला,kotla,
devanagari,कोटला नगला,kotla nagla,
devanagari,कोटलानगला,kotlanagala,
devanagari,कोटली,kotali,
devanagari,कोटली तल्ली,kotali talli,
devanagari,कोटली मल्ली,kotali malli,
devanagari,कोटलीगूंठ,kotaligoonth,
devanagari,कोटलीगूॅठ,kotaligooth,
devanagari,कोटवन,kotavan,
devanagari,कोटवर,kotwar,
devanagari,कोटवा,kotwa,
devanagari,कोटवा कोपडा,kotwa kopada,
devanagari,कोटवा कोपड़ा,kotwa kopada,
devanagari,कोटवा टीकमपार,kotwa tikampar,
devanagari,कोटवा दरगाह,kotwa dargah,
devanagari,कोटवा पाण्डेय,kotwa pandey,
devanagari,कोटवा मदनियॉ,kotwa madaniya,
devanagari,कोटवा महमदपुर,kotwa mahmadpur,
devanagari,कोटवा मिश्र,kotwa mishra,
devanagari,कोटवा मुहम्मदपुर,kotwa muhammadpur,
devanagari,कोटवा मोहम्मदाबाद,kotwa mohammaddab,
devanagari,कोटवा विश्वनाथपुर,kotwa vishwanathpur,
devanagari,कोटवा शुकुलपुर,kotwa shukulpur,
devanagari,कोटवा सड़क,kotwa sadak,
devanagari,कोटवाँ,kotavaan,
devanagari,कोटवां,kotwan,
devanagari,कोटवाकरजही,kotwakarjahi,
devanagari,कोटवाकला,kotwakala,
devanagari,कोटवाधाम,kotwadham,
devanagari,कोटवामदनिया,kotwamdania,
devanagari,कोटवामाफी,kotwafi,
devanagari,कोटवारमऊ,kotavaramau,
devanagari,कोटवारा,kotwara,
devanagari,कोटवारी,kotwari,
devanagari,कोटवाल आलमपुर,kotwal alampur,
devanagari,कोटवॉ,kotavo,
devanagari,कोटसराय,kotsarai,
devanagari,कोटसाडा,kotsada,
devanagari,कोटसारी,kotsari,
devanagari,कोटसाड़ा,kotsada,
devanagari,कोटस्यारी,kotsyari,
devanagari,कोटहा,kotaha,
devanagari,कोटा,kota,
devanagari,कोटा अलीनगर,kota alinagar,
devanagari,कोटा कंदैला,kota kandaila,
devanagari,कोटा कदैला,kota kadaila,
devanagari,कोटा क्वानू,kota kwanu,
devanagari,कोटा खुर्द,kota khurd,
devanagari,कोटा तपलाड,kota taplad,
devanagari,कोटा तपलाड़,kota taplaad,
devanagari,कोटा तल्ला,kota talla,
devanagari,कोटा पिजोंली,kota pigonley,
devanagari,कोटा बुजुर्ग,kota bujurg,
devanagari,कोटा मल्ला,kota malla,
devanagari,कोटा मु ०,kota mu 00,digit in the reading
devanagari,कोटा मुकुन्दपुर,kota mukundpur,
devanagari,कोटा मुस्तकिल,kota mustakil,
devanagari,कोटाखाल,kotakhal,
devanagari,कोटाखाल(लमराड़),kotakhallamargar,
devanagari,कोटाखास,kotakhas,
devanagari,कोटाचामी,kotachami,
devanagari,कोटातल्ला,kotatallah,
devanagari,कोटापिंजोली,kotapinjoli,
devanagari,कोटाबाग,kotabagh,
devanagari,कोटाम,kotam,
devanagari,कोटामुरादनगर,kotamuradanagar,
devanagari,कोटामोहम्मदाबाद,kotamohammadabad,
devanagari,कोटार,kotar,
devanagari,कोटालगांव,kotalgaon,
devanagari,कोटालगाव,kotalgav,
devanagari,कोटावारी,kotawari,
devanagari,कोटास,kotas,
devanagari,कोटासाड़ा,kotasa,
devanagari,कोटि,koti,
devanagari,कोटि ठकराल,koti thakral,
devanagari,कोटि डागर,koti dagar,
devanagari,कोटि बनाल,koti banal,
devanagari,कोटि बूढाकेदार,koti budhakedar,
devanagari,कोटि(डागर),kotidagar,
devanagari,कोटिगांव,kotigaon,
devanagari,कोटिगाड,kotigad,
devanagari,कोटिगॉव,kotigov,
devanagari,कोटिया,kotiya,
devanagari,कोटिया अशरफपुर,kotiya asharfpur,
devanagari,कोटिया गडोरी,kotiya gadori,
devanagari,कोटिया जहांगीरपुर,kotiya jahangirpur,
devanagari,कोटिया जहॉगीरपुर,kotiya jahogirpur,
devanagari,कोटिया मदारडाड़,kotiya madardad,
devanagari,कोटिया विशुनी,kotiya vishuni,
devanagari,कोटियाएहतमाली,kotiyaemaetali,
devanagari,कोटियाग,kotiyag,
devanagari,कोटियाचित्रा,kotiyacharita,
devanagari,कोटियादीगर,kotiyadigar,
devanagari,कोटियापा,kotiyapa,
devanagari,कोटियापाणड,kotiyapanad,
devanagari,कोटियापाण्डे,kotiyapande,
devanagari,कोटियाभान सिंह,kotiyabhan singh,
devanagari,कोटियाभान सिह,kotiyabhan siha,
devanagari,कोटियामदारा,kotiyamdara,
devanagari,कोटियाल गांव,kotiyal gaanv,
devanagari,कोटियाल गॉव,kotiyal gov,
devanagari,कोटियालगांव,kotialgaon,
devanagari,कोटियाड़ा,kotiyara,
devanagari,कोटिला,kotila,
devanagari,कोटिशा,kotisha,
devanagari,कोटिसा,kotisa,
devanagari,कोटी,koti,
devanagari,कोटी (ढुंडसिर),koti jundasir,
devanagari,कोटी (फेगूल),koti mephgool,
devanagari,कोटी कनासर,koti kanasar,
devanagari,कोटी खास,koti khaas,
devanagari,कोटी ढुण्डसिर,koti dhundsir,
devanagari,कोटी त्यूसा,koti tyusa,
devanagari,कोटी फेगुल,koti fegul,
devanagari,कोटी बनाल,koti banal,
devanagari,कोटी बाबर,koti babar,
devanagari,कोटी बावर,koti bavar,
devanagari,कोटी बूढाकेदार,koti budhakedar,
devanagari,कोटी मंयचक,koti manyachak,
devanagari,कोटी मयंचक,koti mayanchak,
devanagari,कोटी महरू की,koti maharu kee,
devanagari,कोटी मेहरों की,koti meharon kee,
devanagari,कोटी रोल्यालू की,koti rolyalu kee,
devanagari,कोटी रौल्यायूकी,koti raulyayuki,
devanagari,कोटीगूंठ,kotigunth,
devanagari,कोटीठकराल,kothithakaral,
devanagari,कोटीबनाल,kotibanal,
devanagari,कोटीभाटगांव,kotibhatgaon,
devanagari,कोटीभाटगॉव,kotibhatgov,
devanagari,कोटीरोल्यालूकी,kotirolyalui,
devanagari,कोटीरौल्यालू की,kotiraulyalu kee,
devanagari,कोटुली,kotuli,
devanagari,कोटुलीगूंठ,kotuligunth,
devanagari,कोटुलीगॅंूठ,kotuligaon,
devanagari,कोटूयूडा,kotuda,
devanagari,कोटॅवा,kotava,
devanagari,कोटेखास,kotekhas,
devanagari,कोटेडा,koteda,
devanagari,कोट्यूडा (ताल ),kotyuda matal,
devanagari,कोट्यूडाताल,kottadatal,
devanagari,कोट्यूड़ा,kotyuda,
devanagari,कोट्यूड़ा ताल,kotyuda tal,
devanagari,कोट्यूड़ाताल,kotyudatala,
devanagari,कोट्यूड़ामांसी,kotyudamansi,
devanagari,कोट्यूड़ामासी,kotyudamasi,
devanagari,कोट्यूड़ामाॅंसी,kotyudamansi,
devanagari,कोटड़ी वल्ली,kotadi valli,
devanagari,कोटड़ीव०(प०),kotarivapak,
devanagari,कोठगा,kothga,
devanagari,कोठगी,kothgi,
devanagari,कोठडा,kothda,
devanagari,कोठडी बहलोलपुर,kothadi bahalpular,
devanagari,कोठरा,kothra,
devanagari,कोठरा कंतित,kothra kantit,
devanagari,कोठरा कतित,kothra katit,
devanagari,कोठरा मिश्रान,kothra mishran,
devanagari,कोठरी गौरिया,kothari gauria,
devanagari,कोठलगांव,kothalgaon,
devanagari,कोठली,kothali,
devanagari,कोठवल कला,kothwal kala,
devanagari,कोठवलकलां,kothvalkalan,
devanagari,कोठवलक्लां,kothavalakshal,
devanagari,कोठवा,kothwa,
devanagari,कोठवा भरतपुर,kothwa bharatpur,
devanagari,कोठवां,kothwan,
devanagari,कोठवार,kothwar,
devanagari,कोठा,kotha,
devanagari,कोठा - बखरिया,kotha bha bakhariya,
devanagari,कोठा खेतल,kotha khetal,
devanagari,कोठा जागीर,kotha jagir,
devanagari,कोठा तारली,kotha tarli,
devanagari,कोठा नविढया,kotha navidhaya,
devanagari,कोठा नेवढिया,kotha nevadhiya,
devanagari,कोठा नेवढ़िया,kotha nevavia,
devanagari,कोठा मक्खन,kotha makkhan,
devanagari,कोठा मु ० भटौली,kotha mu 00 bhatauli,digit in the reading
devanagari,कोठा-बखरिया,kothaanbkhariya,
devanagari,कोठाजागीर,kothajagir,
devanagari,कोठार,kothar,
devanagari,कोठार मगोलपुर,kothar magolpur,
devanagari,कोठार मगोलेपुर,kothar magolepur,
devanagari,कोठारी,kothari,
devanagari,कोठारी साह,kothari saah,
devanagari,कोठिया,kothiya,
devanagari,"कोठिया
गड़ौसा",kothiya gadausa,
devanagari,कोठियाडा,kothiyada,
devanagari,कोठियार,kothiyar,
devanagari,कोठियाही,kothiyahi,
devanagari,कोठिलवा,kothilva,
devanagari,कोठिलवां,kothilwan,
devanagari,कोठिला,kothila,
devanagari,कोठिला सरैया,kothila saraiya,
devanagari,कोठिलिहाई,kothilihai,
devanagari,कोठिली,kothili,
devanagari,कोठिहार,kothihar,
devanagari,कोठी,kothi,
devanagari,कोठी धौकल सिंह,kothi dhaukal singh,
devanagari,कोठी धौकल सिह,kothi dhaukal siha,
devanagari,कोठीपुर,kothipur,
devanagari,कोठीभार,kothibhar,
devanagari,कोठेरा,kothera,
devanagari,कोड का नाम,kod kaa naam,
devanagari,"कोड का नाम
 खूंटा",kod kaa naam khunta,
devanagari,कोड ताल,kod tal,
devanagari,कोडईचा,kodaicha,
devanagari,कोडखास,kodkhas,
devanagari,कोडर,kodar,
devanagari,कोडर अजमतपुर,kodar ajamatpur,
devanagari,कोडर खुर्द,kodar khurd,
devanagari,कोडरना,kodarna,
devanagari,कोडरपुर,kodarpur,
devanagari,कोडरमऊ,kodarmau,
devanagari,कोडरमा,kodarama,
devanagari,कोडरस बुजुर्ग,kodaras bujurg,
devanagari,कोडरसबुजुर्ग,kodarsabujurg,
devanagari,कोडरहा उपरवार,kodarha uparvaar,
devanagari,कोडरा,kodra,
devanagari,कोडरा जहांगीरपुर,kodra jahangirpur,
devanagari,कोडरा बख्तखेडा,kodra bakhtkheda,
devanagari,कोडरा भुआल पटटी,kodra bhual patti,
devanagari,कोडरा लाखौरा,kodra lakhaura,
devanagari,कोडरा सरैया,kodra saraiya,
devanagari,कोडरा सरैयां,kodra saraiyaan,
devanagari,कोडरागरानट,kodaragaranat,
devanagari,कोडराजीत,kodarajit,
devanagari,कोडराबख्तखेड़ा,kodarabaksheda,
devanagari,कोडराबख्तखेड़ा,kodarabakshetha,
devanagari,कोडरामादूपुर,kodaramadupur,
devanagari,कोडराव नानकार,kodrav nankar,
devanagari,कोडराशाल,kodarashal,
devanagari,कोडरिया,kodariya,
devanagari,कोडरी,kodri,
devanagari,"कोडरी
जफरापुर",kodri jafarapur,
devanagari,कोडरी कला,kodri kala,
devanagari,कोडरी दीगर,kodri digar,
devanagari,कोडरी भौली,kodri bhauli,
devanagari,कोडरीखास,kodarikhas,
devanagari,कोडरीताल,kodarital,
devanagari,कोडवा धमधमपुर,kodwa dhamdhampur,
devanagari,कोडहरा नौबरार,kodahara naubarar,
devanagari,कोड़ताल,kodtal,
devanagari,कोड़र,kodar,
devanagari,कोड़र खुर्द,kodar khurd,
devanagari,कोड़र नील कंठ,kodar neel kanth,
devanagari,कोड़रा,kodra,
devanagari,कोड़रा ठाकुर,kodra thakur,
devanagari,कोड़रा भुआल पट्टी,kodra bhual patti,
devanagari,कोड़रा रायपुर,kodra raypur,
devanagari,कोड़राग्रान्ट,kodragrant,
devanagari,कोड़राजीत,kodrajit,
devanagari,कोड़रामादूपुर,kodaramadupur,
devanagari,कोड़री,kodari,
devanagari,कोड़री गोपालपुर,kodari gopalpur,
devanagari,कोड़री रूप,kodari rup,
devanagari,कोड़वा धमधमपुर,kodwa dhamdhampur,
devanagari,कोड़हा,kodaha,
devanagari,कोड़हार,kodahaar,
devanagari,कोड़ा,koda,
devanagari,कोड़ा गूजर,koda gujar,
devanagari,कोड़ा जयकरन,koda jayakaran,
devanagari,कोड़ापुर,kodapur,
devanagari,कोडा गूजर,koda gujar,
devanagari,कोडा जयकरन,koda jayakaran,
devanagari,कोडाकिर्रोही,kodakirrohi,
devanagari,कोडापुर,kodapur,
devanagari,कोडाफेडी,koddafedi,
devanagari,कोडार,kodar,
devanagari,कोडारना,kodarna,
devanagari,कोडारवर,kodaravar,
devanagari,कोडारी,kodari,
devanagari,कोडीकोल,kodikol,
devanagari,कोढई,kodhai,
devanagari,कोढनियॉ,kodhaniyo,
devanagari,कोढवा,kodhwa,
devanagari,कोढ़वा,kodhwa,
devanagari,कोढ़ा,kodha,
devanagari,कोढ़ा गालिब पट्टी,kodha galib patti,
devanagari,कोढा गालिब पट्टी उर्फ भाऊपुर,kodha galib patti urf bhaaupur,
devanagari,कोढियापुर,kodhiyapur,
devanagari,कोढैया,kodhaiya,
devanagari,कोढै़या,kodhaiya,
devanagari,कोण्डार,kondar,
devanagari,कोतपाल,kotpal,
devanagari,कोतला,kotla,
devanagari,कोतव,kotav,
devanagari,कोतवाल,kotwal,
devanagari,कोतवाल सिंह,kotwal singh,
devanagari,कोतवालपर,kotwalpar,
devanagari,कोतवालपुर,kotavalpur,
devanagari,कोतवाली,kotwali,
devanagari,कोतवालीपुर,kotavalipur,
devanagari,कोताना खेड़ी प्रधान,kotana khedi pradhaan,
devanagari,कोताना खेडी प्रधान,kotana khedi pradhaan,
devanagari,कोताना खेड़ी प्रधान,kotana khedi pradhaan,
devanagari,कोतारी,kotari,
devanagari,कोतारी पशचिम,kotari pashchim,
devanagari,कोतारी पश्चिम,kotari pashchim,
devanagari,कोतियाभान सिंह,kotiyabhan singh,
devanagari,कोतॉव,kotov,
devanagari,कोतो,koto,
devanagari,कोथ,koth,
devanagari,कोथरा,kothra,
devanagari,कोथरा कलां,kothra kalaan,
devanagari,कोथराकला,kotharakala,
devanagari,कोथराखुर्द,kotharkhurd,
devanagari,कोथावाँ,kothaavaan,
devanagari,कोथावॉं,kothavas,
devanagari,कोथी,kothi,
devanagari,कोदई,kodai,
devanagari,कोदई यादव,kodai yadav,
devanagari,कोदई राम,kodai ram,
devanagari,कोदनारायण पासवान,kodanarayan paswan,
devanagari,कोदरी,kodari,
devanagari,कोदवट,kodwat,
devanagari,कोदवाटाँड़,kodwatand,
devanagari,कोदवाटांड,kodwatand,
devanagari,कोदहरा,kodahara,
devanagari,कोदही,kodahi,
devanagari,कोदहूँ,kodahuun,
devanagari,कोदिकापुर,kodikapur,
devanagari,कोदिमा,kodima,
devanagari,कोदैला,kodaila,
devanagari,कोदोचक,kodochak,
devanagari,कोदोरो,kodoro,
devanagari,कोदौरा,kodaura,
devanagari,कोधे,kodhe,
devanagari,कोन,kon,
devanagari,कोन ( चील्ह ),kon bhan cheelh,
devanagari,कोन (चील्ह),kon cheelha,
devanagari,कोन वॉ,kon wa,
devanagari,कोनई,konai,
devanagari,कोनगवॉ,konagavo,
devanagari,कोनजोबा,konjoba,
devanagari,कोनसोदे,konsode,
devanagari,कोनहटा,konhata,
devanagari,कोनहवलियॉ बाबूराय,konhavaliya baburai,
devanagari,कोनहवलियॉ भरभराय,konhavaliya bhabharbhar,
devanagari,कोनहारा खूर्द,konhara khurd,
devanagari,कोना,kona,
devanagari,कोना याकूबपुर,kona yakubpur,
devanagari,कोना सोनबरसा,kona sonbarsa,
devanagari,कोनागाँव,konagaon,
devanagari,कोनारी,konari,
devanagari,कोनिका,konika,
devanagari,कोनिका भकत,konika bhakat,
devanagari,कोनिया,koniya,
devanagari,कोनिया बनकट,koniya bankat,
devanagari,कोनियां,koniyan,
devanagari,कोनी,koni,
devanagari,कोनी—,,empty
devanagari,कोनौरा शाहपुर,konaura shahpur,
devanagari,कोन्ती,konti,
devanagari,कोन्दवा,kondava,
devanagari,कोन्दा भगत,konda bhagat,
devanagari,कोन्सा,konsa,
devanagari,कोन्हवलिया,konhavaliya,
devanagari,कोन्हवलिया बाबूराय,konhavaliya baburai,
devanagari,कोन्हवलिया भरथराय,konhavaliya bharatharaay,
devanagari,कोन्हवलिया भरभराय,konhavaliya bhabharbhar,
devanagari,कोन्हवलियाँ,konhavaliyaan,
devanagari,कोप,kope,
devanagari,कोपजंगल,kopjangal,
devanagari,कोपनवलपुर,kopanavalpur,
devanagari,कोपल,kopal,
devanagari,कोपवा,kopwa,
devanagari,कोपवाँ,kopavaan,
devanagari,कोपा,kopa,
devanagari,कोपाकाप,kopakaak,
devanagari,कोपागंज,kopaganj,
devanagari,कोपागंज देहात,kopaganj dehat,
devanagari,कोपे,kope,
devanagari,कोपेपुर,koppur,
devanagari,कोफाल उर्फ बिलाई,kofal urf bilaai,
devanagari,कोबना –,kobna,lost 1 of 2 words
devanagari,कोम,kom,
devanagari,कोमल,komal,
devanagari,कोमल उर्फ कमरमा,komal urf kamarma,
devanagari,कोमल कश्‍यप,komal kashyap,
devanagari,कोमल खलखो,komal khalkho,
devanagari,कोमल गिरि,komal giri,
devanagari,कोमल दयावन्त लकड़ा,komal dayavant lakda,
devanagari,कोमल देवी,komal devi,
devanagari,"कोमल देवी
महमूद हुसैन",komal devi mahmood husain,
devanagari,कोमल नेगी,komal negi,
devanagari,कोमल प्रसाद,komal prasad,
devanagari,कोमल बारला,komal barla,
devanagari,कोमल मौर्य,komal maurya,
devanagari,कोमल यादव,komal yadav,
devanagari,कोमल शुक्ला,komal shukla,
devanagari,कोमल सिंह,komal singh,
devanagari,कोमलगिरी,komalgiri,
devanagari,कोमलचन्‍द्र,komalchandra,
devanagari,कोमलसिंह,komalsingh,
devanagari,कोमली,komali,
devanagari,कोमली बास्की,komali baski,
devanagari,कोमली राजभर,komali rajbhar,
devanagari,कोमिका,komika,
devanagari,कोमिल प्रसाद,komil prasad,
devanagari,कोमिल राम,komil ram,
devanagari,कोमिला देवी,komila devi,
devanagari,कोमोली बेसरा,komoli sesara,
devanagari,कोमोली मरान्डी,komoli marandi,
devanagari,कोयद,koyad,
devanagari,कोयना,koyna,
devanagari,कोयम,koyam,
devanagari,कोयल,koyal,
devanagari,कोयल प्रसाद,koyal prasad,
devanagari,कोयलख,koyalakh,
devanagari,कोयलरा,koylara,
devanagari,कोयलसा,koyalsa,
devanagari,कोयलहवा,koyalhava,
devanagari,कोयला,koyla,
devanagari,कोयला अलीपुर,koyla alipur,
devanagari,कोयला देवी,koyla devi,
devanagari,कोयलाअलीपुर,koyalaalipur,
devanagari,कोयलानी टुडू,koylani tudu,
devanagari,कोयली,koyali,
devanagari,कोयली देवी,koyali devi,
devanagari,कोयाटी,koyati,
devanagari,कोर,kor,
devanagari,कोरइया,koraiya,
devanagari,कोरइयां,koraiyaan,
devanagari,कोरई,korai,
devanagari,कोरऊत,korut,
devanagari,कोरका,korka,
devanagari,कोरकाघाट,korkaghat,
devanagari,कोरकोÍा,,empty
devanagari,कोरगावां,korgawan,
devanagari,कोरचन्दामऊ,korchandamau,
devanagari,कोरची,korchi,
devanagari,कोरट,corut,
devanagari,कोरटो देवी,corto devi,
devanagari,कोरथ,korath,
devanagari,कोरथा,kortha,
devanagari,कोरदाहा,kordaha,
devanagari,कोरदी,koradi,
devanagari,कोरना,korna,
devanagari,कोरना चमरूआ,korna chamarua,
devanagari,कोरनाचमरूआ,kornachamrua,
devanagari,कोरनेलियुस डूगं डंगू,cornellius doogan dangu,
devanagari,कोरनेश झा,kornesh jhaa,
devanagari,कोरपा,korpa,
devanagari,कोरमलपुर,koramalpur,
devanagari,कोरमा,korma,
devanagari,कोरया,korya,
devanagari,कोरयाडीह,koryadih,
devanagari,कोरयाभेलही,korayabhelahi,
devanagari,कोरवा,korva,
devanagari,कोरवाँ,koravaan,
devanagari,कोरवां,korvaan,
devanagari,कोरवांस,corvance,
devanagari,कोरवाकू,korvaku,
devanagari,कोरवाखुर्द,koravakhurd,
devanagari,कोरवाडीह,korwadih,
devanagari,कोरवाफरीदपुर,korwafaridpur,
devanagari,कोरवास,korwas,
devanagari,कोरसण्ड,korsand,
devanagari,कोरसम,korsam,
devanagari,कोरह रघुपुरा,korah raghupura,
devanagari,कोरह रूस्तमपुर,korah rustampur,
devanagari,कोरा,kora,
devanagari,कोरा कलां,kora kalaan,
devanagari,कोराँव,koranv,
devanagari,कोराई,korai,
devanagari,कोरान मियां,koran miyaan,
devanagari,कोराम्बे,korambe,
devanagari,कोरार,korar,
devanagari,कोरारा,korara,
devanagari,कोरारा खुर्द,korara khurd,
devanagari,कोरारी,korari,
devanagari,कोरारी कला,korari kala,
devanagari,कोरारी कलां,korari kalaan,
devanagari,कोरारी खुर्द,korari khurd,
devanagari,कोरारी लच्क्षन शाह,korari lachkshan shah,
devanagari,कोरारी हीरशाह,korari heershah,
devanagari,कोरारीकलां,korarikalan,
devanagari,कोरारीखुर्द,korikhurdar,
devanagari,कोरारीगिरधरशाह,koriparirshahir,
devanagari,कोरारीलक्षन शाह,korarikshanal shah,
devanagari,कोराली,korali,
devanagari,कोरिगवा,korigawa,
devanagari,कोरिगवाँ,korigavaan,
devanagari,कोरिगावां,korigawan,
devanagari,कोरिपॉ,corripo,
devanagari,कोरिया,koria,
devanagari,कोरियाँ,koriyaan,
devanagari,कोरियां,koriyaan,
devanagari,कोरियांव,koriyaanv,
devanagari,कोरियाव,koriyav,
devanagari,कोरियो,corio,
devanagari,कोरियों,koriyon,
devanagari,कोरिहर,korihar,
devanagari,कोरिहरा,korihara,
devanagari,कोरी,kori,
devanagari,कोरी कनक,kori kanak,
devanagari,कोरी देवी,kori devi,
devanagari,कोरी हीरशाह,kori heershah,
devanagari,कोरीखेड़ा,korikheda,
devanagari,कोरीखेडा,korikheda,
devanagari,कोरीडीह 1,koridih,lost 1 of 2 words
devanagari,कोरीडीह 1 –,koridih,lost 2 of 3 words
devanagari,कोरीपुर,koripur,
devanagari,कोरेसा खातुन,koresa khatun,
devanagari,कोरेसा वीबी,koresa vibi,
devanagari,कोरैया उदयपुर,koraiya udaypur,
devanagari,कोरैया गंगादास,koraiya gangadas,
devanagari,कोरैया गगादास,koraiya gagadas,
devanagari,कोरैया जंगल,koraiya jangal,
devanagari,कोरैया जगदीशपुर,koraiya jagadishpur,
devanagari,कोरैया तालुकेदारी,koraiya talukedari,
devanagari,कोरैया मुफरत,koraiya mufarat,
devanagari,कोरैया लोहरना,koraiya loharna,
devanagari,कोरैया लोहरेना,koraiya loharena,
devanagari,कोरैया संजर,koraiya sanjar,
devanagari,कोरैयाउदयपुर,koraiyadaypur,
devanagari,कोरैयाचमरु,koraiyachamari,
devanagari,कोरैय्या,koraiyya,
devanagari,कोरैय्या आल,koraiyya bal,
devanagari,कोरॉव,corov,
devanagari,कोरो,coro,
devanagari,कोरो कुइया,coro kuiya,
devanagari,कोरो कुइयां,coro kuiyaan,
devanagari,कोरो राघवपुर,coro raghavpur,
devanagari,कोरो राधोपुर,coro radhopur,
devanagari,कोरोकला,korokala,
devanagari,कोरोकलां,korokalan,
devanagari,कोरोली,koroli,
devanagari,कोरौ,korau,
devanagari,कोरौता,korauta,
devanagari,कोरौती,korauti,
devanagari,कोरौना,korauna,
devanagari,कोरौरा,koraura,
devanagari,कोरौली खुर्द,korauli khurd,
devanagari,कोरौली बुजुर्ग,korauli bujurg,
devanagari,कोरौवा,korava,
devanagari,कोर्दी,kordi,
devanagari,कोर्रम,corrum,
devanagari,कोर्रही,korhari,
devanagari,कोर्रा,corra,
devanagari,कोर्राकनक,korakanakar,
devanagari,कोर्राखुर्द,korakhurdar,
devanagari,कोर्रापट्टी,korapratti,
devanagari,कोर्राबुजुर्ग,corrabusers,
devanagari,कोर्रिया,corria,
devanagari,कोर्री,corree,
devanagari,कोर्स,corse,
devanagari,कोर्स घाटमपुर,corse ghatampur,
devanagari,कोर्से,corse,
devanagari,कोरड़,korar,
devanagari,कोल,kol,
devanagari,कोल पाण्डेय,kol pandey,
devanagari,कोल बाजबहादुर,kol bajbahadur,
devanagari,कोलई,kolai,
devanagari,कोलउन,kolaun,
devanagari,कोलउन्द,kolaund,
devanagari,कोलकम कला,kolkam kala,
devanagari,कोलकम कलां,kolkam kalaan,
devanagari,कोलकला,kolkala,
devanagari,कोलकलां,kolkalan,
devanagari,कोलकाडी,kolkadi,
devanagari,कोलकाड़ी,kolkadi,
